duracao,ciclo,faixa_etaria,cronico,composicao_titular,especialidade,uso,total_contratos,churners,churn_rate
12,1o,00-20,N,com_crianca,CM_presencial,usou,40,26,65.0
12,1o,00-20,N,com_idoso,CM_presencial,usou,37,21,56.8
12,1o,00-20,N,solo,CM_presencial,nao_usou,81,64,79.0
12,1o,00-20,N,solo,CM_presencial,usou,124,95,76.6
12,1o,21-30,N,com_ambos,CM_presencial,nao_usou,69,47,68.1
12,1o,21-30,N,com_ambos,CM_presencial,usou,236,151,64.0
12,1o,21-30,N,com_crianca,CM_presencial,nao_usou,327,233,71.3
12,1o,21-30,N,com_crianca,CM_presencial,usou,892,634,71.1
12,1o,21-30,N,com_idoso,CM_presencial,nao_usou,248,160,64.5
12,1o,21-30,N,com_idoso,CM_presencial,usou,798,494,61.9
12,1o,21-30,N,solo,CM_presencial,nao_usou,1219,940,77.1
12,1o,21-30,N,solo,CM_presencial,usou,2621,1878,71.7
12,1o,21-30,S,com_idoso,CM_presencial,usou,46,19,41.3
12,1o,21-30,S,solo,CM_presencial,nao_usou,30,20,66.7
12,1o,21-30,S,solo,CM_presencial,usou,66,51,77.3
12,1o,31-50,N,com_ambos,CM_presencial,nao_usou,660,390,59.1
12,1o,31-50,N,com_ambos,CM_presencial,usou,1989,1192,59.9
12,1o,31-50,N,com_crianca,CM_presencial,nao_usou,1565,1060,67.7
12,1o,31-50,N,com_crianca,CM_presencial,usou,4077,2590,63.5
12,1o,31-50,N,com_idoso,CM_presencial,nao_usou,1109,679,61.2
12,1o,31-50,N,com_idoso,CM_presencial,usou,3225,1933,59.9
12,1o,31-50,N,solo,CM_presencial,nao_usou,2647,1837,69.4
12,1o,31-50,N,solo,CM_presencial,usou,5412,3661,67.6
12,1o,31-50,S,com_ambos,CM_presencial,nao_usou,78,44,56.4
12,1o,31-50,S,com_ambos,CM_presencial,usou,302,173,57.3
12,1o,31-50,S,com_crianca,CM_presencial,nao_usou,157,86,54.8
12,1o,31-50,S,com_crianca,CM_presencial,usou,519,298,57.4
12,1o,31-50,S,com_idoso,CM_presencial,nao_usou,120,63,52.5
12,1o,31-50,S,com_idoso,CM_presencial,usou,435,245,56.3
12,1o,31-50,S,solo,CM_presencial,nao_usou,255,180,70.6
12,1o,31-50,S,solo,CM_presencial,usou,767,495,64.5
12,1o,51-70,N,com_ambos,CM_presencial,nao_usou,318,181,56.9
12,1o,51-70,N,com_ambos,CM_presencial,usou,1030,545,52.9
12,1o,51-70,N,com_crianca,CM_presencial,nao_usou,565,314,55.6
12,1o,51-70,N,com_crianca,CM_presencial,usou,1452,828,57.0
12,1o,51-70,N,com_idoso,CM_presencial,nao_usou,1264,722,57.1
12,1o,51-70,N,com_idoso,CM_presencial,usou,3554,1906,53.6
12,1o,51-70,N,solo,CM_presencial,nao_usou,2077,1336,64.3
12,1o,51-70,N,solo,CM_presencial,usou,4316,2540,58.9
12,1o,51-70,S,com_ambos,CM_presencial,nao_usou,101,57,56.4
12,1o,51-70,S,com_ambos,CM_presencial,usou,457,229,50.1
12,1o,51-70,S,com_crianca,CM_presencial,nao_usou,160,84,52.5
12,1o,51-70,S,com_crianca,CM_presencial,usou,573,306,53.4
12,1o,51-70,S,com_idoso,CM_presencial,nao_usou,432,241,55.8
12,1o,51-70,S,com_idoso,CM_presencial,usou,1599,826,51.7
12,1o,51-70,S,solo,CM_presencial,nao_usou,662,415,62.7
12,1o,51-70,S,solo,CM_presencial,usou,1970,1108,56.2
12,1o,71+,N,com_ambos,CM_presencial,nao_usou,58,32,55.2
12,1o,71+,N,com_ambos,CM_presencial,usou,191,98,51.3
12,1o,71+,N,com_crianca,CM_presencial,nao_usou,59,39,66.1
12,1o,71+,N,com_crianca,CM_presencial,usou,171,94,55.0
12,1o,71+,N,com_idoso,CM_presencial,nao_usou,360,186,51.7
12,1o,71+,N,com_idoso,CM_presencial,usou,985,549,55.7
12,1o,71+,N,solo,CM_presencial,nao_usou,421,283,67.2
12,1o,71+,N,solo,CM_presencial,usou,941,561,59.6
12,1o,71+,S,com_ambos,CM_presencial,usou,127,57,44.9
12,1o,71+,S,com_crianca,CM_presencial,usou,116,66,56.9
12,1o,71+,S,com_idoso,CM_presencial,nao_usou,161,81,50.3
12,1o,71+,S,com_idoso,CM_presencial,usou,598,315,52.7
12,1o,71+,S,solo,CM_presencial,nao_usou,227,131,57.7
12,1o,71+,S,solo,CM_presencial,usou,626,366,58.5
12,2o+,00-20,N,solo,CM_presencial,nao_usou,82,44,53.7
12,2o+,21-30,N,com_ambos,CM_presencial,nao_usou,127,71,55.9
12,2o+,21-30,N,com_crianca,CM_presencial,nao_usou,307,178,58.0
12,2o+,21-30,N,com_idoso,CM_presencial,nao_usou,429,245,57.1
12,2o+,21-30,N,solo,CM_presencial,nao_usou,922,578,62.7
12,2o+,21-30,S,solo,CM_presencial,nao_usou,42,25,59.5
12,2o+,31-50,N,com_ambos,CM_presencial,nao_usou,1595,893,56.0
12,2o+,31-50,N,com_crianca,CM_presencial,nao_usou,2196,1279,58.2
12,2o+,31-50,N,com_idoso,CM_presencial,nao_usou,2437,1262,51.8
12,2o+,31-50,N,solo,CM_presencial,nao_usou,2902,1756,60.5
12,2o+,31-50,S,com_ambos,CM_presencial,nao_usou,279,143,51.3
12,2o+,31-50,S,com_crianca,CM_presencial,nao_usou,388,211,54.4
12,2o+,31-50,S,com_idoso,CM_presencial,nao_usou,422,200,47.4
12,2o+,31-50,S,solo,CM_presencial,nao_usou,493,287,58.2
12,2o+,51-70,N,com_ambos,CM_presencial,nao_usou,986,506,51.3
12,2o+,51-70,N,com_crianca,CM_presencial,nao_usou,1180,649,55.0
12,2o+,51-70,N,com_idoso,CM_presencial,nao_usou,3425,1705,49.8
12,2o+,51-70,N,solo,CM_presencial,nao_usou,3244,1864,57.5
12,2o+,51-70,S,com_ambos,CM_presencial,nao_usou,547,242,44.2
12,2o+,51-70,S,com_crianca,CM_presencial,nao_usou,589,291,49.4
12,2o+,51-70,S,com_idoso,CM_presencial,nao_usou,1916,894,46.7
12,2o+,51-70,S,solo,CM_presencial,nao_usou,1903,1012,53.2
12,2o+,71+,N,com_ambos,CM_presencial,nao_usou,189,95,50.3
12,2o+,71+,N,com_crianca,CM_presencial,nao_usou,168,103,61.3
12,2o+,71+,N,com_idoso,CM_presencial,nao_usou,1046,534,51.1
12,2o+,71+,N,solo,CM_presencial,nao_usou,913,524,57.4
12,2o+,71+,S,com_ambos,CM_presencial,nao_usou,154,73,47.4
12,2o+,71+,S,com_crianca,CM_presencial,nao_usou,133,54,40.6
12,2o+,71+,S,com_idoso,CM_presencial,nao_usou,727,344,47.3
12,2o+,71+,S,solo,CM_presencial,nao_usou,651,353,54.2
12,1o,00-20,N,com_crianca,CM_tele,nao_usou,40,29,72.5
12,1o,00-20,N,com_idoso,CM_tele,nao_usou,38,25,65.8
12,1o,00-20,N,solo,CM_tele,nao_usou,177,139,78.5
12,1o,21-30,N,com_ambos,CM_tele,nao_usou,208,138,66.3
12,1o,21-30,N,com_ambos,CM_tele,usou,97,60,61.9
12,1o,21-30,N,com_crianca,CM_tele,nao_usou,827,596,72.1
12,1o,21-30,N,com_crianca,CM_tele,usou,392,271,69.1
12,1o,21-30,N,com_idoso,CM_tele,nao_usou,635,398,62.7
12,1o,21-30,N,com_idoso,CM_tele,usou,411,256,62.3
12,1o,21-30,N,solo,CM_tele,nao_usou,2427,1793,73.9
12,1o,21-30,N,solo,CM_tele,usou,1413,1025,72.5
12,1o,21-30,S,solo,CM_tele,nao_usou,61,46,75.4
12,1o,21-30,S,solo,CM_tele,usou,35,25,71.4
12,1o,31-50,N,com_ambos,CM_tele,nao_usou,1911,1113,58.2
12,1o,31-50,N,com_ambos,CM_tele,usou,738,469,63.6
12,1o,31-50,N,com_crianca,CM_tele,nao_usou,4296,2760,64.2
12,1o,31-50,N,com_crianca,CM_tele,usou,1346,890,66.1
12,1o,31-50,N,com_idoso,CM_tele,nao_usou,2926,1743,59.6
12,1o,31-50,N,com_idoso,CM_tele,usou,1408,869,61.7
12,1o,31-50,N,solo,CM_tele,nao_usou,5706,3873,67.9
12,1o,31-50,N,solo,CM_tele,usou,2353,1625,69.1
12,1o,31-50,S,com_ambos,CM_tele,nao_usou,251,139,55.4
12,1o,31-50,S,com_ambos,CM_tele,usou,129,78,60.5
12,1o,31-50,S,com_crianca,CM_tele,nao_usou,503,276,54.9
12,1o,31-50,S,com_crianca,CM_tele,usou,173,108,62.4
12,1o,31-50,S,com_idoso,CM_tele,nao_usou,368,205,55.7
12,1o,31-50,S,com_idoso,CM_tele,usou,187,103,55.1
12,1o,31-50,S,solo,CM_tele,nao_usou,712,471,66.2
12,1o,31-50,S,solo,CM_tele,usou,310,204,65.8
12,1o,51-70,N,com_ambos,CM_tele,nao_usou,1051,559,53.2
12,1o,51-70,N,com_ambos,CM_tele,usou,297,167,56.2
12,1o,51-70,N,com_crianca,CM_tele,nao_usou,1605,897,55.9
12,1o,51-70,N,com_crianca,CM_tele,usou,412,245,59.5
12,1o,51-70,N,com_idoso,CM_tele,nao_usou,3795,2062,54.3
12,1o,51-70,N,com_idoso,CM_tele,usou,1023,566,55.3
12,1o,51-70,N,solo,CM_tele,nao_usou,5285,3206,60.7
12,1o,51-70,N,solo,CM_tele,usou,1108,670,60.5
12,1o,51-70,S,com_ambos,CM_tele,nao_usou,390,199,51.0
12,1o,51-70,S,com_ambos,CM_tele,usou,168,87,51.8
12,1o,51-70,S,com_crianca,CM_tele,nao_usou,553,297,53.7
12,1o,51-70,S,com_crianca,CM_tele,usou,180,93,51.7
12,1o,51-70,S,com_idoso,CM_tele,nao_usou,1535,793,51.7
12,1o,51-70,S,com_idoso,CM_tele,usou,496,274,55.2
12,1o,51-70,S,solo,CM_tele,nao_usou,2158,1253,58.1
12,1o,51-70,S,solo,CM_tele,usou,474,270,57.0
12,1o,71+,N,com_ambos,CM_tele,nao_usou,205,107,52.2
12,1o,71+,N,com_ambos,CM_tele,usou,44,23,52.3
12,1o,71+,N,com_crianca,CM_tele,nao_usou,186,115,61.8
12,1o,71+,N,com_crianca,CM_tele,usou,44,18,40.9
12,1o,71+,N,com_idoso,CM_tele,nao_usou,1147,626,54.6
12,1o,71+,N,com_idoso,CM_tele,usou,198,109,55.1
12,1o,71+,N,solo,CM_tele,nao_usou,1182,728,61.6
12,1o,71+,N,solo,CM_tele,usou,180,116,64.4
12,1o,71+,S,com_ambos,CM_tele,nao_usou,124,55,44.4
12,1o,71+,S,com_crianca,CM_tele,nao_usou,113,57,50.4
12,1o,71+,S,com_crianca,CM_tele,usou,31,18,58.1
12,1o,71+,S,com_idoso,CM_tele,nao_usou,643,334,51.9
12,1o,71+,S,com_idoso,CM_tele,usou,116,62,53.4
12,1o,71+,S,solo,CM_tele,nao_usou,737,429,58.2
12,1o,71+,S,solo,CM_tele,usou,116,68,58.6
12,2o+,00-20,N,solo,CM_tele,nao_usou,82,44,53.7
12,2o+,21-30,N,com_ambos,CM_tele,nao_usou,127,71,55.9
12,2o+,21-30,N,com_crianca,CM_tele,nao_usou,307,178,58.0
12,2o+,21-30,N,com_idoso,CM_tele,nao_usou,429,245,57.1
12,2o+,21-30,N,solo,CM_tele,nao_usou,922,578,62.7
12,2o+,21-30,S,solo,CM_tele,nao_usou,42,25,59.5
12,2o+,31-50,N,com_ambos,CM_tele,nao_usou,1595,893,56.0
12,2o+,31-50,N,com_crianca,CM_tele,nao_usou,2196,1279,58.2
12,2o+,31-50,N,com_idoso,CM_tele,nao_usou,2437,1262,51.8
12,2o+,31-50,N,solo,CM_tele,nao_usou,2902,1756,60.5
12,2o+,31-50,S,com_ambos,CM_tele,nao_usou,279,143,51.3
12,2o+,31-50,S,com_crianca,CM_tele,nao_usou,388,211,54.4
12,2o+,31-50,S,com_idoso,CM_tele,nao_usou,422,200,47.4
12,2o+,31-50,S,solo,CM_tele,nao_usou,493,287,58.2
12,2o+,51-70,N,com_ambos,CM_tele,nao_usou,986,506,51.3
12,2o+,51-70,N,com_crianca,CM_tele,nao_usou,1180,649,55.0
12,2o+,51-70,N,com_idoso,CM_tele,nao_usou,3425,1705,49.8
12,2o+,51-70,N,solo,CM_tele,nao_usou,3244,1864,57.5
12,2o+,51-70,S,com_ambos,CM_tele,nao_usou,547,242,44.2
12,2o+,51-70,S,com_crianca,CM_tele,nao_usou,589,291,49.4
12,2o+,51-70,S,com_idoso,CM_tele,nao_usou,1916,894,46.7
12,2o+,51-70,S,solo,CM_tele,nao_usou,1903,1012,53.2
12,2o+,71+,N,com_ambos,CM_tele,nao_usou,189,95,50.3
12,2o+,71+,N,com_crianca,CM_tele,nao_usou,168,103,61.3
12,2o+,71+,N,com_idoso,CM_tele,nao_usou,1046,534,51.1
12,2o+,71+,N,solo,CM_tele,nao_usou,913,524,57.4
12,2o+,71+,S,com_ambos,CM_tele,nao_usou,154,73,47.4
12,2o+,71+,S,com_crianca,CM_tele,nao_usou,133,54,40.6
12,2o+,71+,S,com_idoso,CM_tele,nao_usou,727,344,47.3
12,2o+,71+,S,solo,CM_tele,nao_usou,651,353,54.2
12,1o,00-20,N,com_crianca,cardiologia,nao_usou,46,30,65.2
12,1o,00-20,N,com_idoso,cardiologia,nao_usou,47,30,63.8
12,1o,00-20,N,solo,cardiologia,nao_usou,198,153,77.3
12,1o,21-30,N,com_ambos,cardiologia,nao_usou,256,166,64.8
12,1o,21-30,N,com_ambos,cardiologia,usou,49,32,65.3
12,1o,21-30,N,com_crianca,cardiologia,nao_usou,1129,799,70.8
12,1o,21-30,N,com_crianca,cardiologia,usou,90,68,75.6
12,1o,21-30,N,com_idoso,cardiologia,nao_usou,882,558,63.3
12,1o,21-30,N,com_idoso,cardiologia,usou,164,96,58.5
12,1o,21-30,N,solo,cardiologia,nao_usou,3629,2674,73.7
12,1o,21-30,N,solo,cardiologia,usou,211,144,68.2
12,1o,21-30,S,com_idoso,cardiologia,nao_usou,32,16,50.0
12,1o,21-30,S,solo,cardiologia,nao_usou,76,57,75.0
12,1o,31-50,N,com_ambos,cardiologia,nao_usou,2230,1343,60.2
12,1o,31-50,N,com_ambos,cardiologia,usou,419,239,57.0
12,1o,31-50,N,com_crianca,cardiologia,nao_usou,5175,3384,65.4
12,1o,31-50,N,com_crianca,cardiologia,usou,467,266,57.0
12,1o,31-50,N,com_idoso,cardiologia,nao_usou,3539,2141,60.5
12,1o,31-50,N,com_idoso,cardiologia,usou,795,471,59.2
12,1o,31-50,N,solo,cardiologia,nao_usou,7498,5131,68.4
12,1o,31-50,N,solo,cardiologia,usou,561,367,65.4
12,1o,31-50,S,com_ambos,cardiologia,nao_usou,249,143,57.4
12,1o,31-50,S,com_ambos,cardiologia,usou,131,74,56.5
12,1o,31-50,S,com_crianca,cardiologia,nao_usou,486,270,55.6
12,1o,31-50,S,com_crianca,cardiologia,usou,190,114,60.0
12,1o,31-50,S,com_idoso,cardiologia,nao_usou,342,189,55.3
12,1o,31-50,S,com_idoso,cardiologia,usou,213,119,55.9
12,1o,31-50,S,solo,cardiologia,nao_usou,732,484,66.1
12,1o,31-50,S,solo,cardiologia,usou,290,191,65.9
12,1o,51-70,N,com_ambos,cardiologia,nao_usou,1116,615,55.1
12,1o,51-70,N,com_ambos,cardiologia,usou,232,111,47.8
12,1o,51-70,N,com_crianca,cardiologia,nao_usou,1805,1027,56.9
12,1o,51-70,N,com_crianca,cardiologia,usou,212,115,54.2
12,1o,51-70,N,com_idoso,cardiologia,nao_usou,3932,2168,55.1
12,1o,51-70,N,com_idoso,cardiologia,usou,886,460,51.9
12,1o,51-70,N,solo,cardiologia,nao_usou,5755,3509,61.0
12,1o,51-70,N,solo,cardiologia,usou,638,367,57.5
12,1o,51-70,S,com_ambos,cardiologia,nao_usou,356,182,51.1
12,1o,51-70,S,com_ambos,cardiologia,usou,202,104,51.5
12,1o,51-70,S,com_crianca,cardiologia,nao_usou,495,258,52.1
12,1o,51-70,S,com_crianca,cardiologia,usou,238,132,55.5
12,1o,51-70,S,com_idoso,cardiologia,nao_usou,1258,679,54.0
12,1o,51-70,S,com_idoso,cardiologia,usou,773,388,50.2
12,1o,51-70,S,solo,cardiologia,nao_usou,1826,1075,58.9
12,1o,51-70,S,solo,cardiologia,usou,806,448,55.6
12,1o,71+,N,com_ambos,cardiologia,nao_usou,200,109,54.5
12,1o,71+,N,com_ambos,cardiologia,usou,49,21,42.9
12,1o,71+,N,com_crianca,cardiologia,nao_usou,201,117,58.2
12,1o,71+,N,com_idoso,cardiologia,nao_usou,1061,567,53.4
12,1o,71+,N,com_idoso,cardiologia,usou,284,168,59.2
12,1o,71+,N,solo,cardiologia,nao_usou,1197,736,61.5
12,1o,71+,N,solo,cardiologia,usou,165,108,65.5
12,1o,71+,S,com_ambos,cardiologia,nao_usou,83,38,45.8
12,1o,71+,S,com_ambos,cardiologia,usou,70,31,44.3
12,1o,71+,S,com_crianca,cardiologia,nao_usou,90,47,52.2
12,1o,71+,S,com_crianca,cardiologia,usou,54,28,51.9
12,1o,71+,S,com_idoso,cardiologia,nao_usou,462,244,52.8
12,1o,71+,S,com_idoso,cardiologia,usou,297,152,51.2
12,1o,71+,S,solo,cardiologia,nao_usou,549,330,60.1
12,1o,71+,S,solo,cardiologia,usou,304,167,54.9
12,2o+,00-20,N,solo,cardiologia,nao_usou,82,44,53.7
12,2o+,21-30,N,com_ambos,cardiologia,nao_usou,127,71,55.9
12,2o+,21-30,N,com_crianca,cardiologia,nao_usou,307,178,58.0
12,2o+,21-30,N,com_idoso,cardiologia,nao_usou,429,245,57.1
12,2o+,21-30,N,solo,cardiologia,nao_usou,922,578,62.7
12,2o+,21-30,S,solo,cardiologia,nao_usou,42,25,59.5
12,2o+,31-50,N,com_ambos,cardiologia,nao_usou,1595,893,56.0
12,2o+,31-50,N,com_crianca,cardiologia,nao_usou,2196,1279,58.2
12,2o+,31-50,N,com_idoso,cardiologia,nao_usou,2437,1262,51.8
12,2o+,31-50,N,solo,cardiologia,nao_usou,2902,1756,60.5
12,2o+,31-50,S,com_ambos,cardiologia,nao_usou,279,143,51.3
12,2o+,31-50,S,com_crianca,cardiologia,nao_usou,388,211,54.4
12,2o+,31-50,S,com_idoso,cardiologia,nao_usou,422,200,47.4
12,2o+,31-50,S,solo,cardiologia,nao_usou,493,287,58.2
12,2o+,51-70,N,com_ambos,cardiologia,nao_usou,986,506,51.3
12,2o+,51-70,N,com_crianca,cardiologia,nao_usou,1180,649,55.0
12,2o+,51-70,N,com_idoso,cardiologia,nao_usou,3425,1705,49.8
12,2o+,51-70,N,solo,cardiologia,nao_usou,3244,1864,57.5
12,2o+,51-70,S,com_ambos,cardiologia,nao_usou,547,242,44.2
12,2o+,51-70,S,com_crianca,cardiologia,nao_usou,589,291,49.4
12,2o+,51-70,S,com_idoso,cardiologia,nao_usou,1916,894,46.7
12,2o+,51-70,S,solo,cardiologia,nao_usou,1903,1012,53.2
12,2o+,71+,N,com_ambos,cardiologia,nao_usou,189,95,50.3
12,2o+,71+,N,com_crianca,cardiologia,nao_usou,168,103,61.3
12,2o+,71+,N,com_idoso,cardiologia,nao_usou,1046,534,51.1
12,2o+,71+,N,solo,cardiologia,nao_usou,913,524,57.4
12,2o+,71+,S,com_ambos,cardiologia,nao_usou,154,73,47.4
12,2o+,71+,S,com_crianca,cardiologia,nao_usou,133,54,40.6
12,2o+,71+,S,com_idoso,cardiologia,nao_usou,727,344,47.3
12,2o+,71+,S,solo,cardiologia,nao_usou,651,353,54.2
12,1o,00-20,N,com_crianca,clinica_medica,nao_usou,33,23,69.7
12,1o,00-20,N,com_idoso,clinica_medica,nao_usou,34,22,64.7
12,1o,00-20,N,solo,clinica_medica,nao_usou,166,128,77.1
12,1o,00-20,N,solo,clinica_medica,usou,39,31,79.5
12,1o,21-30,N,com_ambos,clinica_medica,nao_usou,183,117,63.9
12,1o,21-30,N,com_ambos,clinica_medica,usou,122,81,66.4
12,1o,21-30,N,com_crianca,clinica_medica,nao_usou,773,558,72.2
12,1o,21-30,N,com_crianca,clinica_medica,usou,446,309,69.3
12,1o,21-30,N,com_idoso,clinica_medica,nao_usou,544,342,62.9
12,1o,21-30,N,com_idoso,clinica_medica,usou,502,312,62.2
12,1o,21-30,N,solo,clinica_medica,nao_usou,2383,1770,74.3
12,1o,21-30,N,solo,clinica_medica,usou,1457,1048,71.9
12,1o,21-30,S,solo,clinica_medica,nao_usou,51,36,70.6
12,1o,21-30,S,solo,clinica_medica,usou,45,35,77.8
12,1o,31-50,N,com_ambos,clinica_medica,nao_usou,1665,1006,60.4
12,1o,31-50,N,com_ambos,clinica_medica,usou,984,576,58.5
12,1o,31-50,N,com_crianca,clinica_medica,nao_usou,3824,2490,65.1
12,1o,31-50,N,com_crianca,clinica_medica,usou,1818,1160,63.8
12,1o,31-50,N,com_idoso,clinica_medica,nao_usou,2669,1607,60.2
12,1o,31-50,N,com_idoso,clinica_medica,usou,1665,1005,60.4
12,1o,31-50,N,solo,clinica_medica,nao_usou,5528,3783,68.4
12,1o,31-50,N,solo,clinica_medica,usou,2531,1715,67.8
12,1o,31-50,S,com_ambos,clinica_medica,nao_usou,197,116,58.9
12,1o,31-50,S,com_ambos,clinica_medica,usou,183,101,55.2
12,1o,31-50,S,com_crianca,clinica_medica,nao_usou,388,218,56.2
12,1o,31-50,S,com_crianca,clinica_medica,usou,288,166,57.6
12,1o,31-50,S,com_idoso,clinica_medica,nao_usou,290,173,59.7
12,1o,31-50,S,com_idoso,clinica_medica,usou,265,135,50.9
12,1o,31-50,S,solo,clinica_medica,nao_usou,601,402,66.9
12,1o,31-50,S,solo,clinica_medica,usou,421,273,64.8
12,1o,51-70,N,com_ambos,clinica_medica,nao_usou,883,466,52.8
12,1o,51-70,N,com_ambos,clinica_medica,usou,465,260,55.9
12,1o,51-70,N,com_crianca,clinica_medica,nao_usou,1398,795,56.9
12,1o,51-70,N,com_crianca,clinica_medica,usou,619,347,56.1
12,1o,51-70,N,com_idoso,clinica_medica,nao_usou,3260,1772,54.4
12,1o,51-70,N,com_idoso,clinica_medica,usou,1558,856,54.9
12,1o,51-70,N,solo,clinica_medica,nao_usou,4750,2916,61.4
12,1o,51-70,N,solo,clinica_medica,usou,1643,960,58.4
12,1o,51-70,S,com_ambos,clinica_medica,nao_usou,280,143,51.1
12,1o,51-70,S,com_ambos,clinica_medica,usou,278,143,51.4
12,1o,51-70,S,com_crianca,clinica_medica,nao_usou,398,202,50.8
12,1o,51-70,S,com_crianca,clinica_medica,usou,335,188,56.1
12,1o,51-70,S,com_idoso,clinica_medica,nao_usou,1152,627,54.4
12,1o,51-70,S,com_idoso,clinica_medica,usou,879,440,50.1
12,1o,51-70,S,solo,clinica_medica,nao_usou,1671,988,59.1
12,1o,51-70,S,solo,clinica_medica,usou,961,535,55.7
12,1o,71+,N,com_ambos,clinica_medica,nao_usou,165,90,54.5
12,1o,71+,N,com_ambos,clinica_medica,usou,84,40,47.6
12,1o,71+,N,com_crianca,clinica_medica,nao_usou,164,94,57.3
12,1o,71+,N,com_crianca,clinica_medica,usou,66,39,59.1
12,1o,71+,N,com_idoso,clinica_medica,nao_usou,940,491,52.2
12,1o,71+,N,com_idoso,clinica_medica,usou,405,244,60.2
12,1o,71+,N,solo,clinica_medica,nao_usou,1054,652,61.9
12,1o,71+,N,solo,clinica_medica,usou,308,192,62.3
12,1o,71+,S,com_ambos,clinica_medica,nao_usou,93,44,47.3
12,1o,71+,S,com_ambos,clinica_medica,usou,60,25,41.7
12,1o,71+,S,com_crianca,clinica_medica,nao_usou,84,40,47.6
12,1o,71+,S,com_crianca,clinica_medica,usou,60,35,58.3
12,1o,71+,S,com_idoso,clinica_medica,nao_usou,484,251,51.9
12,1o,71+,S,com_idoso,clinica_medica,usou,275,145,52.7
12,1o,71+,S,solo,clinica_medica,nao_usou,591,345,58.4
12,1o,71+,S,solo,clinica_medica,usou,262,152,58.0
12,2o+,00-20,N,solo,clinica_medica,nao_usou,82,44,53.7
12,2o+,21-30,N,com_ambos,clinica_medica,nao_usou,127,71,55.9
12,2o+,21-30,N,com_crianca,clinica_medica,nao_usou,307,178,58.0
12,2o+,21-30,N,com_idoso,clinica_medica,nao_usou,429,245,57.1
12,2o+,21-30,N,solo,clinica_medica,nao_usou,922,578,62.7
12,2o+,21-30,S,solo,clinica_medica,nao_usou,42,25,59.5
12,2o+,31-50,N,com_ambos,clinica_medica,nao_usou,1595,893,56.0
12,2o+,31-50,N,com_crianca,clinica_medica,nao_usou,2196,1279,58.2
12,2o+,31-50,N,com_idoso,clinica_medica,nao_usou,2437,1262,51.8
12,2o+,31-50,N,solo,clinica_medica,nao_usou,2902,1756,60.5
12,2o+,31-50,S,com_ambos,clinica_medica,nao_usou,279,143,51.3
12,2o+,31-50,S,com_crianca,clinica_medica,nao_usou,388,211,54.4
12,2o+,31-50,S,com_idoso,clinica_medica,nao_usou,422,200,47.4
12,2o+,31-50,S,solo,clinica_medica,nao_usou,493,287,58.2
12,2o+,51-70,N,com_ambos,clinica_medica,nao_usou,986,506,51.3
12,2o+,51-70,N,com_crianca,clinica_medica,nao_usou,1180,649,55.0
12,2o+,51-70,N,com_idoso,clinica_medica,nao_usou,3425,1705,49.8
12,2o+,51-70,N,solo,clinica_medica,nao_usou,3244,1864,57.5
12,2o+,51-70,S,com_ambos,clinica_medica,nao_usou,547,242,44.2
12,2o+,51-70,S,com_crianca,clinica_medica,nao_usou,589,291,49.4
12,2o+,51-70,S,com_idoso,clinica_medica,nao_usou,1916,894,46.7
12,2o+,51-70,S,solo,clinica_medica,nao_usou,1903,1012,53.2
12,2o+,71+,N,com_ambos,clinica_medica,nao_usou,189,95,50.3
12,2o+,71+,N,com_crianca,clinica_medica,nao_usou,168,103,61.3
12,2o+,71+,N,com_idoso,clinica_medica,nao_usou,1046,534,51.1
12,2o+,71+,N,solo,clinica_medica,nao_usou,913,524,57.4
12,2o+,71+,S,com_ambos,clinica_medica,nao_usou,154,73,47.4
12,2o+,71+,S,com_crianca,clinica_medica,nao_usou,133,54,40.6
12,2o+,71+,S,com_idoso,clinica_medica,nao_usou,727,344,47.3
12,2o+,71+,S,solo,clinica_medica,nao_usou,651,353,54.2
12,1o,00-20,N,com_crianca,dermatologia,nao_usou,37,27,73.0
12,1o,00-20,N,com_idoso,dermatologia,nao_usou,44,26,59.1
12,1o,00-20,N,solo,dermatologia,nao_usou,182,144,79.1
12,1o,21-30,N,com_ambos,dermatologia,nao_usou,240,160,66.7
12,1o,21-30,N,com_ambos,dermatologia,usou,65,38,58.5
12,1o,21-30,N,com_crianca,dermatologia,nao_usou,1001,707,70.6
12,1o,21-30,N,com_crianca,dermatologia,usou,218,160,73.4
12,1o,21-30,N,com_idoso,dermatologia,nao_usou,821,521,63.5
12,1o,21-30,N,com_idoso,dermatologia,usou,225,133,59.1
12,1o,21-30,N,solo,dermatologia,nao_usou,3261,2427,74.4
12,1o,21-30,N,solo,dermatologia,usou,579,391,67.5
12,1o,21-30,S,com_crianca,dermatologia,nao_usou,30,20,66.7
12,1o,21-30,S,com_idoso,dermatologia,nao_usou,42,18,42.9
12,1o,21-30,S,solo,dermatologia,nao_usou,78,57,73.1
12,1o,31-50,N,com_ambos,dermatologia,nao_usou,2173,1302,59.9
12,1o,31-50,N,com_ambos,dermatologia,usou,476,280,58.8
12,1o,31-50,N,com_crianca,dermatologia,nao_usou,4664,3021,64.8
12,1o,31-50,N,com_crianca,dermatologia,usou,978,629,64.3
12,1o,31-50,N,com_idoso,dermatologia,nao_usou,3614,2220,61.4
12,1o,31-50,N,com_idoso,dermatologia,usou,720,392,54.4
12,1o,31-50,N,solo,dermatologia,nao_usou,7168,4918,68.6
12,1o,31-50,N,solo,dermatologia,usou,891,580,65.1
