duracao,ciclo,faixa_etaria,cronico,composicao_titular,especialidade,uso,total_contratos,churners,churn_rate
6,2o+,71+,N,solo,ortopedia,nao_usou,1141,501,43.9
6,2o+,71+,S,com_ambos,ortopedia,nao_usou,106,39,36.8
6,2o+,71+,S,com_crianca,ortopedia,nao_usou,98,43,43.9
6,2o+,71+,S,com_idoso,ortopedia,nao_usou,553,186,33.6
6,2o+,71+,S,solo,ortopedia,nao_usou,727,305,42.0
6,1o,00-20,N,com_crianca,pediatria,nao_usou,98,55,56.1
6,1o,00-20,N,com_idoso,pediatria,nao_usou,56,36,64.3
6,1o,00-20,N,solo,pediatria,nao_usou,466,306,65.7
6,1o,00-20,N,solo,pediatria,usou,45,31,68.9
6,1o,21-30,N,com_ambos,pediatria,nao_usou,184,95,51.6
6,1o,21-30,N,com_ambos,pediatria,usou,52,31,59.6
6,1o,21-30,N,com_crianca,pediatria,nao_usou,1044,678,64.9
6,1o,21-30,N,com_crianca,pediatria,usou,307,194,63.2
6,1o,21-30,N,com_idoso,pediatria,nao_usou,1006,585,58.2
6,1o,21-30,N,solo,pediatria,nao_usou,6163,4130,67.0
6,1o,21-30,S,com_crianca,pediatria,nao_usou,35,22,62.9
6,1o,21-30,S,com_idoso,pediatria,nao_usou,46,21,45.7
6,1o,21-30,S,solo,pediatria,nao_usou,178,116,65.2
6,1o,31-50,N,com_ambos,pediatria,nao_usou,1819,955,52.5
6,1o,31-50,N,com_ambos,pediatria,usou,262,149,56.9
6,1o,31-50,N,com_crianca,pediatria,nao_usou,4848,2794,57.6
6,1o,31-50,N,com_crianca,pediatria,usou,959,573,59.7
6,1o,31-50,N,com_idoso,pediatria,nao_usou,3704,2012,54.3
6,1o,31-50,N,solo,pediatria,nao_usou,12178,7403,60.8
6,1o,31-50,S,com_ambos,pediatria,nao_usou,207,105,50.7
6,1o,31-50,S,com_ambos,pediatria,usou,34,17,50.0
6,1o,31-50,S,com_crianca,pediatria,nao_usou,512,253,49.4
6,1o,31-50,S,com_crianca,pediatria,usou,87,53,60.9
6,1o,31-50,S,com_idoso,pediatria,nao_usou,416,229,55.0
6,1o,31-50,S,solo,pediatria,nao_usou,1417,799,56.4
6,1o,51-70,N,com_ambos,pediatria,nao_usou,782,386,49.4
6,1o,51-70,N,com_ambos,pediatria,usou,81,37,45.7
6,1o,51-70,N,com_crianca,pediatria,nao_usou,1638,824,50.3
6,1o,51-70,N,com_crianca,pediatria,usou,147,93,63.3
6,1o,51-70,N,com_idoso,pediatria,nao_usou,3459,1718,49.7
6,1o,51-70,N,solo,pediatria,nao_usou,7790,4245,54.5
6,1o,51-70,S,com_ambos,pediatria,nao_usou,222,98,44.1
6,1o,51-70,S,com_crianca,pediatria,nao_usou,449,217,48.3
6,1o,51-70,S,com_crianca,pediatria,usou,58,31,53.4
6,1o,51-70,S,com_idoso,pediatria,nao_usou,1235,557,45.1
6,1o,51-70,S,solo,pediatria,nao_usou,2708,1422,52.5
6,1o,71+,N,com_ambos,pediatria,nao_usou,100,46,46.0
6,1o,71+,N,com_crianca,pediatria,nao_usou,156,77,49.4
6,1o,71+,N,com_idoso,pediatria,nao_usou,808,379,46.9
6,1o,71+,N,solo,pediatria,nao_usou,1566,806,51.5
6,1o,71+,S,com_ambos,pediatria,nao_usou,43,17,39.5
6,1o,71+,S,com_crianca,pediatria,nao_usou,79,38,48.1
6,1o,71+,S,com_idoso,pediatria,nao_usou,384,190,49.5
6,1o,71+,S,solo,pediatria,nao_usou,804,407,50.6
6,2o+,00-20,N,com_crianca,pediatria,nao_usou,51,23,45.1
6,2o+,00-20,N,com_idoso,pediatria,nao_usou,31,17,54.8
6,2o+,00-20,N,solo,pediatria,nao_usou,191,110,57.6
6,2o+,21-30,N,com_ambos,pediatria,nao_usou,245,94,38.4
6,2o+,21-30,N,com_crianca,pediatria,nao_usou,646,345,53.4
6,2o+,21-30,N,com_idoso,pediatria,nao_usou,730,331,45.3
6,2o+,21-30,N,solo,pediatria,nao_usou,2494,1315,52.7
6,2o+,21-30,S,com_crianca,pediatria,nao_usou,30,12,40.0
6,2o+,21-30,S,solo,pediatria,nao_usou,87,48,55.2
6,2o+,31-50,N,com_ambos,pediatria,nao_usou,1984,880,44.4
6,2o+,31-50,N,com_crianca,pediatria,nao_usou,3939,1892,48.0
6,2o+,31-50,N,com_idoso,pediatria,nao_usou,3263,1357,41.6
6,2o+,31-50,N,solo,pediatria,nao_usou,6634,3299,49.7
6,2o+,31-50,S,com_ambos,pediatria,nao_usou,285,109,38.2
6,2o+,31-50,S,com_crianca,pediatria,nao_usou,547,249,45.5
6,2o+,31-50,S,com_idoso,pediatria,nao_usou,510,180,35.3
6,2o+,31-50,S,solo,pediatria,nao_usou,957,451,47.1
6,2o+,51-70,N,com_ambos,pediatria,nao_usou,979,396,40.4
6,2o+,51-70,N,com_crianca,pediatria,nao_usou,1527,633,41.5
6,2o+,51-70,N,com_idoso,pediatria,nao_usou,3601,1434,39.8
6,2o+,51-70,N,solo,pediatria,nao_usou,5427,2532,46.7
6,2o+,51-70,S,com_ambos,pediatria,nao_usou,429,156,36.4
6,2o+,51-70,S,com_crianca,pediatria,nao_usou,587,221,37.6
6,2o+,51-70,S,com_idoso,pediatria,nao_usou,1723,625,36.3
6,2o+,51-70,S,solo,pediatria,nao_usou,2419,1043,43.1
6,2o+,71+,N,com_ambos,pediatria,nao_usou,138,51,37.0
6,2o+,71+,N,com_crianca,pediatria,nao_usou,178,84,47.2
6,2o+,71+,N,com_idoso,pediatria,nao_usou,913,377,41.3
6,2o+,71+,N,solo,pediatria,nao_usou,1141,501,43.9
6,2o+,71+,S,com_ambos,pediatria,nao_usou,106,39,36.8
6,2o+,71+,S,com_crianca,pediatria,nao_usou,98,43,43.9
6,2o+,71+,S,com_idoso,pediatria,nao_usou,553,186,33.6
6,2o+,71+,S,solo,pediatria,nao_usou,727,305,42.0
6,1o,00-20,N,com_crianca,psiquiatria,nao_usou,115,69,60.0
6,1o,00-20,N,com_idoso,psiquiatria,nao_usou,55,34,61.8
6,1o,00-20,N,solo,psiquiatria,nao_usou,480,314,65.4
6,1o,00-20,N,solo,psiquiatria,usou,31,23,74.2
6,1o,21-30,N,com_ambos,psiquiatria,nao_usou,208,111,53.4
6,1o,21-30,N,com_crianca,psiquiatria,nao_usou,1217,778,63.9
6,1o,21-30,N,com_crianca,psiquiatria,usou,134,94,70.1
6,1o,21-30,N,com_idoso,psiquiatria,nao_usou,849,494,58.2
6,1o,21-30,N,com_idoso,psiquiatria,usou,160,94,58.8
6,1o,21-30,N,solo,psiquiatria,nao_usou,5378,3609,67.1
6,1o,21-30,N,solo,psiquiatria,usou,792,527,66.5
6,1o,21-30,S,com_crianca,psiquiatria,nao_usou,32,19,59.4
6,1o,21-30,S,com_idoso,psiquiatria,nao_usou,38,17,44.7
6,1o,21-30,S,solo,psiquiatria,nao_usou,160,103,64.4
6,1o,31-50,N,com_ambos,psiquiatria,nao_usou,1853,967,52.2
6,1o,31-50,N,com_ambos,psiquiatria,usou,228,137,60.1
6,1o,31-50,N,com_crianca,psiquiatria,nao_usou,5316,3084,58.0
6,1o,31-50,N,com_crianca,psiquiatria,usou,491,283,57.6
6,1o,31-50,N,com_idoso,psiquiatria,nao_usou,3191,1724,54.0
6,1o,31-50,N,com_idoso,psiquiatria,usou,518,290,56.0
6,1o,31-50,N,solo,psiquiatria,nao_usou,10785,6532,60.6
6,1o,31-50,N,solo,psiquiatria,usou,1401,878,62.7
6,1o,31-50,S,com_ambos,psiquiatria,nao_usou,213,108,50.7
6,1o,31-50,S,com_crianca,psiquiatria,nao_usou,548,276,50.4
6,1o,31-50,S,com_crianca,psiquiatria,usou,51,30,58.8
6,1o,31-50,S,com_idoso,psiquiatria,nao_usou,350,191,54.6
6,1o,31-50,S,com_idoso,psiquiatria,usou,66,38,57.6
6,1o,31-50,S,solo,psiquiatria,nao_usou,1255,708,56.4
6,1o,31-50,S,solo,psiquiatria,usou,162,91,56.2
6,1o,51-70,N,com_ambos,psiquiatria,nao_usou,790,392,49.6
6,1o,51-70,N,com_ambos,psiquiatria,usou,73,31,42.5
6,1o,51-70,N,com_crianca,psiquiatria,nao_usou,1636,834,51.0
6,1o,51-70,N,com_crianca,psiquiatria,usou,149,83,55.7
6,1o,51-70,N,com_idoso,psiquiatria,nao_usou,3135,1548,49.4
6,1o,51-70,N,com_idoso,psiquiatria,usou,324,170,52.5
6,1o,51-70,N,solo,psiquiatria,nao_usou,7196,3902,54.2
6,1o,51-70,N,solo,psiquiatria,usou,596,343,57.6
6,1o,51-70,S,com_ambos,psiquiatria,nao_usou,216,92,42.6
6,1o,51-70,S,com_crianca,psiquiatria,nao_usou,456,223,48.9
6,1o,51-70,S,com_crianca,psiquiatria,usou,51,25,49.0
6,1o,51-70,S,com_idoso,psiquiatria,nao_usou,1106,503,45.5
6,1o,51-70,S,com_idoso,psiquiatria,usou,130,54,41.5
6,1o,51-70,S,solo,psiquiatria,nao_usou,2488,1299,52.2
6,1o,51-70,S,solo,psiquiatria,usou,220,123,55.9
6,1o,71+,N,com_ambos,psiquiatria,nao_usou,99,45,45.5
6,1o,71+,N,com_crianca,psiquiatria,nao_usou,163,78,47.9
6,1o,71+,N,com_idoso,psiquiatria,nao_usou,761,357,46.9
6,1o,71+,N,com_idoso,psiquiatria,usou,47,22,46.8
6,1o,71+,N,solo,psiquiatria,nao_usou,1486,762,51.3
6,1o,71+,N,solo,psiquiatria,usou,80,44,55.0
6,1o,71+,S,com_ambos,psiquiatria,nao_usou,38,14,36.8
6,1o,71+,S,com_crianca,psiquiatria,nao_usou,82,40,48.8
6,1o,71+,S,com_idoso,psiquiatria,nao_usou,352,171,48.6
6,1o,71+,S,com_idoso,psiquiatria,usou,32,19,59.4
6,1o,71+,S,solo,psiquiatria,nao_usou,766,391,51.0
6,1o,71+,S,solo,psiquiatria,usou,38,16,42.1
6,2o+,00-20,N,com_crianca,psiquiatria,nao_usou,51,23,45.1
6,2o+,00-20,N,com_idoso,psiquiatria,nao_usou,31,17,54.8
6,2o+,00-20,N,solo,psiquiatria,nao_usou,191,110,57.6
6,2o+,21-30,N,com_ambos,psiquiatria,nao_usou,245,94,38.4
6,2o+,21-30,N,com_crianca,psiquiatria,nao_usou,646,345,53.4
6,2o+,21-30,N,com_idoso,psiquiatria,nao_usou,730,331,45.3
6,2o+,21-30,N,solo,psiquiatria,nao_usou,2494,1315,52.7
6,2o+,21-30,S,com_crianca,psiquiatria,nao_usou,30,12,40.0
6,2o+,21-30,S,solo,psiquiatria,nao_usou,87,48,55.2
6,2o+,31-50,N,com_ambos,psiquiatria,nao_usou,1984,880,44.4
6,2o+,31-50,N,com_crianca,psiquiatria,nao_usou,3939,1892,48.0
6,2o+,31-50,N,com_idoso,psiquiatria,nao_usou,3263,1357,41.6
6,2o+,31-50,N,solo,psiquiatria,nao_usou,6634,3299,49.7
6,2o+,31-50,S,com_ambos,psiquiatria,nao_usou,285,109,38.2
6,2o+,31-50,S,com_crianca,psiquiatria,nao_usou,547,249,45.5
6,2o+,31-50,S,com_idoso,psiquiatria,nao_usou,510,180,35.3
6,2o+,31-50,S,solo,psiquiatria,nao_usou,957,451,47.1
6,2o+,51-70,N,com_ambos,psiquiatria,nao_usou,979,396,40.4
6,2o+,51-70,N,com_crianca,psiquiatria,nao_usou,1527,633,41.5
6,2o+,51-70,N,com_idoso,psiquiatria,nao_usou,3601,1434,39.8
6,2o+,51-70,N,solo,psiquiatria,nao_usou,5427,2532,46.7
6,2o+,51-70,S,com_ambos,psiquiatria,nao_usou,429,156,36.4
6,2o+,51-70,S,com_crianca,psiquiatria,nao_usou,587,221,37.6
6,2o+,51-70,S,com_idoso,psiquiatria,nao_usou,1723,625,36.3
6,2o+,51-70,S,solo,psiquiatria,nao_usou,2419,1043,43.1
6,2o+,71+,N,com_ambos,psiquiatria,nao_usou,138,51,37.0
6,2o+,71+,N,com_crianca,psiquiatria,nao_usou,178,84,47.2
6,2o+,71+,N,com_idoso,psiquiatria,nao_usou,913,377,41.3
6,2o+,71+,N,solo,psiquiatria,nao_usou,1141,501,43.9
6,2o+,71+,S,com_ambos,psiquiatria,nao_usou,106,39,36.8
6,2o+,71+,S,com_crianca,psiquiatria,nao_usou,98,43,43.9
6,2o+,71+,S,com_idoso,psiquiatria,nao_usou,553,186,33.6
6,2o+,71+,S,solo,psiquiatria,nao_usou,727,305,42.0
