account_id,contract_id,contract_register_date,contract_due_date,account_due_date,plan_months_duration,plan_name,payment_method,account_contract_number,contract_sale_type,canal,days_diff_until_next_contract,date_month
099b3df0-dccd-11ef-ade3-c9324d00ccb3,,,,2026-01-28,6,cartao dr.consulta semestral,credit_card,,,drc_digital,,2026-02-01
099b3df0-dccd-11ef-ade3-c9324d00ccb3,099b3df0-dccd-11ef-ade3-c9324d00ccb3-1,2025-01-27,2025-07-27,2026-01-28,6,cartao dr.consulta semestral,credit_card,1,first_contract,drc_digital,0,2025-01-01
099b3df0-dccd-11ef-ade3-c9324d00ccb3,099b3df0-dccd-11ef-ade3-c9324d00ccb3-1,2025-01-27,2025-07-27,2026-01-28,6,cartao dr.consulta semestral,credit_card,1,first_contract,drc_digital,0,2025-02-01
099b3df0-dccd-11ef-ade3-c9324d00ccb3,099b3df0-dccd-11ef-ade3-c9324d00ccb3-1,2025-01-27,2025-07-27,2026-01-28,6,cartao dr.consulta semestral,credit_card,1,first_contract,drc_digital,0,2025-03-01
099b3df0-dccd-11ef-ade3-c9324d00ccb3,099b3df0-dccd-11ef-ade3-c9324d00ccb3-1,2025-01-27,2025-07-27,2026-01-28,6,cartao dr.consulta semestral,credit_card,1,first_contract,drc_digital,0,2025-04-01
099b3df0-dccd-11ef-ade3-c9324d00ccb3,099b3df0-dccd-11ef-ade3-c9324d00ccb3-1,2025-01-27,2025-07-27,2026-01-28,6,cartao dr.consulta semestral,credit_card,1,first_contract,drc_digital,0,2025-05-01
099b3df0-dccd-11ef-ade3-c9324d00ccb3,099b3df0-dccd-11ef-ade3-c9324d00ccb3-1,2025-01-27,2025-07-27,2026-01-28,6,cartao dr.consulta semestral,credit_card,1,first_contract,drc_digital,0,2025-06-01
099b3df0-dccd-11ef-ade3-c9324d00ccb3,099b3df0-dccd-11ef-ade3-c9324d00ccb3-2,2025-07-27,2026-01-28,2026-01-28,6,cartao dr.consulta semestral,credit_card,2,renewal,drc_digital,17,2025-07-01
099b3df0-dccd-11ef-ade3-c9324d00ccb3,099b3df0-dccd-11ef-ade3-c9324d00ccb3-2,2025-07-27,2026-01-28,2026-01-28,6,cartao dr.consulta semestral,credit_card,2,renewal,drc_digital,17,2025-08-01
099b3df0-dccd-11ef-ade3-c9324d00ccb3,099b3df0-dccd-11ef-ade3-c9324d00ccb3-2,2025-07-27,2026-01-28,2026-01-28,6,cartao dr.consulta semestral,credit_card,2,renewal,drc_digital,17,2025-09-01
099b3df0-dccd-11ef-ade3-c9324d00ccb3,099b3df0-dccd-11ef-ade3-c9324d00ccb3-2,2025-07-27,2026-01-28,2026-01-28,6,cartao dr.consulta semestral,credit_card,2,renewal,drc_digital,17,2025-10-01
099b3df0-dccd-11ef-ade3-c9324d00ccb3,099b3df0-dccd-11ef-ade3-c9324d00ccb3-2,2025-07-27,2026-01-28,2026-01-28,6,cartao dr.consulta semestral,credit_card,2,renewal,drc_digital,17,2025-11-01
099b3df0-dccd-11ef-ade3-c9324d00ccb3,099b3df0-dccd-11ef-ade3-c9324d00ccb3-2,2025-07-27,2026-01-28,2026-01-28,6,cartao dr.consulta semestral,credit_card,2,renewal,drc_digital,17,2025-12-01
099b3df0-dccd-11ef-ade3-c9324d00ccb3,099b3df0-dccd-11ef-ade3-c9324d00ccb3-2,2025-07-27,2026-01-28,2026-01-28,6,cartao dr.consulta semestral,credit_card,2,renewal,drc_digital,17,2026-01-01
0a350ce0-7eb3-11f0-a41f-83493b81f62e,,,,2026-02-22,6,cartao dr.consulta semestral,credit_card,,,drc_cm,,2026-03-01
0a350ce0-7eb3-11f0-a41f-83493b81f62e,0a350ce0-7eb3-11f0-a41f-83493b81f62e-1,2025-08-21,2026-02-22,2026-02-22,6,cartao dr.consulta semestral,credit_card,1,first_contract,drc_cm,17,2025-08-01
0a350ce0-7eb3-11f0-a41f-83493b81f62e,0a350ce0-7eb3-11f0-a41f-83493b81f62e-1,2025-08-21,2026-02-22,2026-02-22,6,cartao dr.consulta semestral,credit_card,1,first_contract,drc_cm,17,2025-09-01
0a350ce0-7eb3-11f0-a41f-83493b81f62e,0a350ce0-7eb3-11f0-a41f-83493b81f62e-1,2025-08-21,2026-02-22,2026-02-22,6,cartao dr.consulta semestral,credit_card,1,first_contract,drc_cm,17,2025-10-01
0a350ce0-7eb3-11f0-a41f-83493b81f62e,0a350ce0-7eb3-11f0-a41f-83493b81f62e-1,2025-08-21,2026-02-22,2026-02-22,6,cartao dr.consulta semestral,credit_card,1,first_contract,drc_cm,17,2025-11-01
0a350ce0-7eb3-11f0-a41f-83493b81f62e,0a350ce0-7eb3-11f0-a41f-83493b81f62e-1,2025-08-21,2026-02-22,2026-02-22,6,cartao dr.consulta semestral,credit_card,1,first_contract,drc_cm,17,2025-12-01
0a350ce0-7eb3-11f0-a41f-83493b81f62e,0a350ce0-7eb3-11f0-a41f-83493b81f62e-1,2025-08-21,2026-02-22,2026-02-22,6,cartao dr.consulta semestral,credit_card,1,first_contract,drc_cm,17,2026-01-01
0a350ce0-7eb3-11f0-a41f-83493b81f62e,0a350ce0-7eb3-11f0-a41f-83493b81f62e-1,2025-08-21,2026-02-22,2026-02-22,6,cartao dr.consulta semestral,credit_card,1,first_contract,drc_cm,17,2026-02-01
0e2dd120-e17d-11ef-a4f8-719f2817c600,0e2dd120-e17d-11ef-a4f8-719f2817c600-1,2025-02-02,2026-02-03,2026-02-03,12,cartao dr.consulta anual,credit_card,1,first_contract,drc_digital,17,2025-02-01
0e2dd120-e17d-11ef-a4f8-719f2817c600,0e2dd120-e17d-11ef-a4f8-719f2817c600-1,2025-02-02,2026-02-03,2026-02-03,12,cartao dr.consulta anual,credit_card,1,first_contract,drc_digital,17,2025-03-01
0e2dd120-e17d-11ef-a4f8-719f2817c600,0e2dd120-e17d-11ef-a4f8-719f2817c600-1,2025-02-02,2026-02-03,2026-02-03,12,cartao dr.consulta anual,credit_card,1,first_contract,drc_digital,17,2025-04-01
0e2dd120-e17d-11ef-a4f8-719f2817c600,0e2dd120-e17d-11ef-a4f8-719f2817c600-1,2025-02-02,2026-02-03,2026-02-03,12,cartao dr.consulta anual,credit_card,1,first_contract,drc_digital,17,2025-05-01
0e2dd120-e17d-11ef-a4f8-719f2817c600,0e2dd120-e17d-11ef-a4f8-719f2817c600-1,2025-02-02,2026-02-03,2026-02-03,12,cartao dr.consulta anual,credit_card,1,first_contract,drc_digital,17,2025-06-01
