contract_id,desfecho,dias_ate_proximo,next_is_gratis
000001d0-8e37-11ee-90ad-e9df2fd29512-1,voltou_pago,192,false
000003d0-9f38-11ee-9318-29f76e5ffe3b-2,migrou_gratis,17,true
000091e0-c3f3-11ed-93f9-95d349b27124-1,migrou_gratis,16,true
0000dc40-5655-11ef-b3bc-73ceff41aa5e-1,voltou_pago,17,false
0000f5c0-a3e3-11ed-bddb-374dae3b0dc7-1,saiu_de_vez,,
00010610-08b3-11ef-b80a-17c49bd16920-1,voltou_pago,3,false
00013790-00d1-11f0-8dd0-d706c3181627-1,saiu_de_vez,,
000166e0-522a-11ee-93a4-7fd9a087080f-2,migrou_gratis,17,true
000182d0-62d1-11ee-b69a-6bc9551d1f7d-1,migrou_gratis,17,true
0001ef70-0fb8-11ee-8a05-7f34a864f3e2-1,migrou_gratis,16,true
0002dc80-24db-11ef-bb14-0f151dfcacab-1,saiu_de_vez,,
00033d00-5cdf-11f0-805d-c9576672f341-1,saiu_de_vez,,
00036e60-24a6-11ee-b11e-d155af78449c-1,migrou_gratis,55,true
0003de40-0bbe-11ef-a4d9-efb8185a8858-1,saiu_de_vez,,
0004ba00-7390-11f0-a876-15351e6f0eba-1,migrou_gratis,17,true
00050660-095a-11ee-8858-93952b1d6ad2-2,voltou_pago,16,false
00052b90-e3fb-11ef-87d5-39fae5c6a55c-1,migrou_gratis,17,true
000563c0-9f1b-11ed-91d8-113838c9980f-2,migrou_gratis,16,true
00057c70-dee5-11ed-a2c1-6bf11b68ea02-1,migrou_gratis,17,true
0005e1f0-bc5d-11ee-bf3c-e3adf4167985-1,migrou_gratis,17,true
0005fe30-d565-11ee-9a1e-e59d88cc6156-1,migrou_gratis,17,true
00062d80-2717-11ee-b792-ffb85e0f0ec8-1,voltou_pago,184,false
00065ed0-6f48-11ee-800e-d50356e59f6a-1,migrou_gratis,17,true
00067690-e40f-11ee-a56b-b32d3cc98fcf-3,saiu_de_vez,,
00069520-a413-11ef-b65c-93d201a3952b-1,saiu_de_vez,,
0006d3a0-9931-11f0-8480-59030cb38447-1,migrou_gratis,17,true
00081130-a412-11ef-8de2-7b3af3991e56-1,voltou_pago,8,false
00087c10-48c4-11ee-bff5-3f20a1655671-4,migrou_gratis,17,true
0008f360-360f-11ee-974d-ed6ec67bb1e5-1,saiu_de_vez,,
00099280-ca4b-11ef-b922-77844fb98991-1,saiu_de_vez,,
00099ac0-20df-11ef-98a9-0781102fd352-1,migrou_gratis,17,true
0009a2a0-d878-11ed-bd79-31c9a93e2f31-2,saiu_de_vez,,
000a3940-ab53-11ef-9427-9172c7c53030-1,voltou_pago,61,false
000a4c50-ff31-11ef-b57a-1f68f325754c-1,migrou_gratis,17,true
000a99d0-607c-11ee-aca5-2d0bcccc3f82-1,migrou_gratis,17,true
000ab830-e88d-11ef-b095-7b9d4561f375-1,saiu_de_vez,,
000adba0-eac2-11ed-8178-01b5d5c13103-1,migrou_gratis,17,true
000b3150-654f-11ef-9f36-d36422da4642-1,migrou_gratis,17,true
000b8bf0-f127-11ef-b4e1-c9020d8e0b6d-2,migrou_gratis,17,true
000bfb80-b021-11f0-afbc-693654da3205-1,saiu_de_vez,,
000bffc0-cc49-11ef-acad-b3817cc239e5-1,migrou_gratis,17,true
000c1a30-705c-11ef-8d91-dbd097434b3e-2,saiu_de_vez,,
000c2540-cb8c-11ee-8f83-c399f1a1f6ef-1,voltou_pago,26,false
000c6720-e572-11ef-90af-cbe71cdfbd76-1,saiu_de_vez,,
000ca760-8a2f-11ef-a7ef-ad584e669c61-1,saiu_de_vez,,
000cb290-fbe8-11ed-9212-cd4b1229afcf-2,voltou_pago,53,false
000cdce0-2238-11ee-9e87-112089370098-2,voltou_pago,16,false
000cee10-dad5-11ed-b50e-376438fb6d35-2,voltou_pago,16,false
000d2ed0-cf3e-11ee-92fe-0dd806a5bf67-1,saiu_de_vez,,
000d4b50-f8be-11ee-b7e5-0bebfb5bb712-1,voltou_pago,8,false
000d5dd0-92fa-11ef-8e8d-a3f1dc0846af-1,migrou_gratis,17,true
000e2be0-8421-11ee-abe9-45c8046c3f5f-1,voltou_pago,315,false
000e3330-95f9-11ee-afe2-1396825d93b9-1,migrou_gratis,17,true
000e3b40-f8f6-11ee-9620-c15685a6afec-1,migrou_gratis,17,true
000e4ba0-184d-11ef-86d3-73ef83237f94-1,migrou_gratis,17,true
000e9730-39c9-11ee-9fc0-3fe19793858d-1,saiu_de_vez,,
000f4cd0-ae89-11ef-8e82-4dd4a7f8401b-2,migrou_gratis,17,true
000ff1e0-2497-11ed-9ea4-e59b951c8057-5,migrou_gratis,197,true
00102c70-4e7a-11ed-9582-c929ab45ca83-2,migrou_gratis,16,true
001038e0-ad65-11ef-b937-357d0e4b7691-1,migrou_gratis,17,true
00104f40-fc9c-11ed-9afb-2bc3f5e6964c-1,voltou_pago,247,false
00106480-0ef7-11ef-8ef4-978cfa0ccdbd-1,migrou_gratis,17,true
0010ef70-cf2a-11ee-9197-5bf573cf4e18-1,saiu_de_vez,,
001149c0-ce72-11ed-b56d-ad9771ab2854-1,migrou_gratis,16,true
00118d30-dc87-11ee-819f-0de07d24c88b-1,migrou_gratis,199,true
00119250-08d2-11ee-bbc4-07260b9c43ba-1,saiu_de_vez,,
0011a1f0-7a3e-11ed-88fb-81066dec377d-2,saiu_de_vez,,
001208b0-ac7f-11ee-be0a-f3f8dc182216-1,saiu_de_vez,,
00120e40-944d-11ee-82e4-57a146483ea3-2,voltou_pago,11,false
00124620-5182-11ee-af39-3342c0c3828d-1,voltou_pago,39,false
00128460-6914-11ee-865e-ed79359b25bc-1,saiu_de_vez,,
0012b040-8d57-11ee-8db7-b1d063d1c14e-1,migrou_gratis,17,true
0012d950-04e2-11ef-891c-b1422931328e-2,saiu_de_vez,,
00133bd0-150e-11ee-b2f3-a59e01704836-1,migrou_gratis,17,true
00139e40-dd19-11ed-8b2f-a3385622c438-1,migrou_gratis,16,true
0013ec30-2b14-11ee-a1b9-53c3edd03a2c-2,migrou_gratis,17,true
0013ecd0-bce2-11ed-9107-91abcfa18257-2,migrou_gratis,17,true
00144810-538f-11eb-aad0-21ea0913cb86-5,migrou_gratis,16,true
00153620-bc5b-11ee-adb4-afb6984a0243-2,voltou_pago,2,false
00154bf0-dd19-11ed-8295-599ae5c04995-1,migrou_gratis,17,true
00156e20-58a4-11ef-86f7-d32b25df0c16-1,voltou_pago,86,false
0015a570-102f-11ee-a2d0-314759fec29d-1,migrou_gratis,17,true
00161980-11c2-11ee-a5b3-43db5f30688c-2,saiu_de_vez,,
001634d0-b9c3-11ed-9880-bb617b702538-1,migrou_gratis,16,true
0017bd10-2f45-11f0-950f-c7934a8a29bb-1,saiu_de_vez,,
0017cac0-f735-11ed-8743-e522de7a1618-2,saiu_de_vez,,
001806a0-5cb3-11ee-9216-f9e5f863dc1a-2,voltou_pago,114,false
00184420-78ec-11ef-be2e-c7ec805dbf4a-1,migrou_gratis,17,true
001868a0-a9c0-11f0-98ad-154a9e483098-1,voltou_pago,4,false
00186b40-dbe8-11ee-848b-3151c8419073-2,migrou_gratis,17,true
0018a800-62f9-11f0-8cf1-ad2c165de98c-1,migrou_gratis,17,true
001929a0-2e04-11ee-a0ee-b129bc8c1862-1,migrou_gratis,16,true
0019d110-aebc-11ed-b20e-9984d551f73a-1,migrou_gratis,16,true
001a2820-7ce3-11f0-954e-d38d5ecc1d4c-1,saiu_de_vez,,
001a7e30-1ba7-11f0-a56f-1b2dbc5e5086-1,voltou_pago,5,false
001a97c0-e7be-11ef-af57-05af79d1c432-1,saiu_de_vez,,
001ac010-abca-11ed-990a-c737e5f665a3-1,voltou_pago,14,false
001ae8c0-347b-11ef-9152-750ade299d19-1,saiu_de_vez,,
001b01b0-475b-11ee-8430-a72c8662d5af-2,migrou_gratis,17,true
001b2770-d181-11ee-a2ed-fbd16dc65f45-1,saiu_de_vez,,
001b8010-784a-11ef-9bea-0981a88b120c-1,voltou_pago,11,false
001bb5a0-0b5f-11f0-8f94-954ece842217-1,migrou_gratis,17,true
001bd300-7f41-11ef-aa52-ab67384e7d9a-1,migrou_gratis,17,true
001c9180-b4a1-11ed-96b8-1ff665f40b86-1,migrou_gratis,16,true
001d0590-8fd6-11ef-9e79-491893a84481-1,migrou_gratis,17,true
001d3150-6e7b-11ee-ba8c-290b8230fd5a-1,saiu_de_vez,,
001d65a0-3797-11ee-b57e-fb35234c3e62-1,migrou_gratis,17,true
001d6c50-bc83-11ee-b004-2f4e3fa46975-2,voltou_pago,248,false
001de3e0-16b3-11ee-af8e-354d2fae5962-2,migrou_gratis,17,true
001df790-3b80-11ed-a4fb-afb5d2264f17-1,migrou_gratis,16,true
001e1df0-1371-11ee-b9c2-45c0b96acd02-1,migrou_gratis,17,true
001e7db0-e4b0-11ef-8e95-43d0d77ce635-1,migrou_gratis,17,true
001e9370-c982-11ef-8ded-e9c5dd13d8f4-1,saiu_de_vez,,
001f9d10-fceb-11ee-a9a7-ad746bd581aa-2,voltou_pago,127,false
001fef10-de31-11ed-864d-7dbb570205d1-6,voltou_pago,48,false
001ff970-e883-11ef-a3a0-c5523c2c4836-1,migrou_gratis,17,true
00201b60-f2fb-11ec-84f0-b57af65da63d-1,migrou_gratis,16,true
002042c0-ba23-11ee-a9ab-8fa35ab5a428-3,saiu_de_vez,,
002073a0-bba8-11ed-b9c9-ad59026e2fd7-1,saiu_de_vez,,
0020f6e0-53c0-11ed-9c9a-c5ef03dd2956-1,migrou_gratis,16,true
00211690-51ab-11ee-97d9-85aa455da45e-1,migrou_gratis,16,true
0021d670-376b-11ee-934d-6d0b5546f3fd-2,migrou_gratis,17,true
0021dad0-61bc-11f0-a0e8-bdceb6bfb6dc-1,migrou_gratis,17,true
002266a0-11fc-11ef-9d28-9dd9458d4fb7-1,voltou_pago,3,false
0022b380-ac1c-11ee-a197-ff4ebcb2ce2a-1,saiu_de_vez,,
00240b80-2342-11ee-944a-1393da7dfc35-1,migrou_gratis,17,true
00243f30-09a6-11ed-a9df-7f32d1f3d925-2,voltou_pago,15,false
0025bb10-a8e3-11ef-98c5-1bf152c6b56c-2,voltou_pago,170,false
0025c240-e2a1-11ed-9989-2df4c482cfae-1,migrou_gratis,16,true
00260aa0-a37c-11ef-be43-931ba5f7dc13-1,migrou_gratis,17,true
002620d0-b3c6-11ef-ba93-27e75645a5b0-1,saiu_de_vez,,
00263570-fb21-11ed-a147-d33246280129-1,migrou_gratis,17,true
0026eac0-b5a0-11ef-90fc-d33430087f3b-1,migrou_gratis,17,true
00275a60-e906-11f0-8b47-fb0b2507900f-1,saiu_de_vez,,
00277de0-ead0-11ef-ad92-332540d9d315-1,saiu_de_vez,,
00277fe0-c88c-11ef-95fa-83cd409c5920-1,migrou_gratis,17,true
0027bab0-e59b-11ef-a012-d9b38448a03b-2,migrou_gratis,17,true
00283aa0-1101-11ee-b4e6-f167339d0a50-1,migrou_gratis,16,true
002848f0-bc5b-11ee-946c-b3d41732cb6d-1,voltou_pago,44,false
0028d7c0-5039-11f0-a1e4-57a8c2dde9bb-1,saiu_de_vez,,
0028e6d0-673a-11f0-9719-cdfaedf7bebc-1,voltou_pago,87,false
00292910-3562-11f0-9d92-d77aa8af556d-1,migrou_gratis,17,true
002a2580-41cc-11ee-9c36-613d7c58f929-1,saiu_de_vez,,
002a30b0-772e-11ee-ac15-037653c5985a-1,saiu_de_vez,,
002a6020-2e3b-11ef-897a-d1cc5d0cfb5e-1,voltou_pago,120,false
002abd60-4b19-11ed-b6ae-bbf05aacdf0d-1,voltou_pago,12,false
002b5a80-87e0-11ef-a2c6-cd39be674b73-1,migrou_gratis,17,true
002b6100-0019-11ef-827f-c7bb23c2e8d6-1,voltou_pago,14,false
002ba450-bc5b-11ee-b0fb-973a68a14149-1,migrou_gratis,17,true
002ba620-a0ec-11ed-adcf-c7a156d453c2-1,saiu_de_vez,,
002bb3d0-c00c-11f0-8841-0ffadf7974cd-1,saiu_de_vez,,
002bd710-a6e8-11ed-b002-e19e43bdf202-1,voltou_pago,154,false
002c1660-c9e0-11ed-90d3-eff8a2b92dee-1,migrou_gratis,16,true
002c8b70-1bf9-11ee-95d2-175d5dd834ba-2,voltou_pago,14,false
002d0960-0e41-11f0-b9ef-815d825cdc18-2,saiu_de_vez,,
002da4f0-f426-11ee-b0c0-d9c2eda1fcb7-1,migrou_gratis,17,true
002daec0-ac6d-11ed-ba0e-dd9a1ba9ac3d-2,voltou_pago,16,false
002dfbd0-0097-11ef-9b34-59e8a038e7f0-2,voltou_pago,7,false
002e6960-3960-11ef-9cf3-c17ecfbd88ff-1,saiu_de_vez,,
002e7d50-b090-11ee-acd4-c12a3cfc6867-1,voltou_pago,16,false
002efb00-2642-11ee-9517-29fdaa13a318-1,saiu_de_vez,,
002eff10-402d-11ee-bfda-95f66fc36e97-1,migrou_gratis,16,true
002f3930-f5b3-11ee-843f-15e4b4d27f6a-1,saiu_de_vez,,
002f43d0-f1cd-11ec-a1f0-312435a2b0f3-2,migrou_gratis,17,true
002f6dd0-dcd0-11ed-8f07-25d691ecd7b5-2,saiu_de_vez,,
002f75d0-9875-11ee-9ee0-abf74731eb96-2,saiu_de_vez,,
002f84d0-c7f2-11ec-b598-cd396a3e2e40-2,migrou_gratis,17,true
002fc630-d258-11ee-89e6-d5b198143e87-1,migrou_gratis,17,true
00301020-a3fc-11ee-ac67-8f91993a2060-1,saiu_de_vez,,
00311790-27e7-11ee-84b7-c5c5cbbe7f61-1,migrou_gratis,17,true
00316a30-7e08-11ed-a1b4-a7059568c2d7-1,migrou_gratis,16,true
0031a890-1f3b-11ee-b08a-49088115b32a-2,migrou_gratis,17,true
00322240-69d9-11ef-afb8-dd8deb0c5c57-1,voltou_pago,15,false
003229e0-6ba8-11ef-ad60-b97dee1bb3dc-3,migrou_gratis,17,true
00322e90-4aa6-11ef-8958-eb3b0cdc246c-2,saiu_de_vez,,
00323f10-08e5-11ee-97f0-7d7c7e64a296-1,saiu_de_vez,,
00326820-c30d-11f0-bd15-cb88c94c785e-1,saiu_de_vez,,
003273c0-1006-11f0-affc-4bbcdb6835ac-1,saiu_de_vez,,
00337ff0-f872-11ef-a109-11f436e7a1cc-1,migrou_gratis,17,true
00339060-7854-11ef-b796-05ac97776deb-1,saiu_de_vez,,
0033a650-f8d9-11ed-b380-81708c9b5791-2,migrou_gratis,17,true
0033f7c0-c410-11ed-ad65-e33c9fd005e3-4,voltou_pago,16,false
00341f40-64b8-11ee-816e-455dcee601c3-1,migrou_gratis,17,true
00343250-9b4a-11ee-b6f2-b7af89b58f8a-1,saiu_de_vez,,
00347080-3cb1-11f0-859b-6bfa9aad4ab0-1,saiu_de_vez,,
00347390-5b30-11ef-a38c-594381b465ac-2,migrou_gratis,17,true
00349630-569b-11ee-b6d3-97459555d507-1,voltou_pago,15,false
003498c0-fa2e-11ed-a2c6-e32385ff5c7e-1,migrou_gratis,17,true
0034cd50-5580-11ef-8add-d32896fe8aea-1,migrou_gratis,17,true
00355100-38cd-11ef-975c-b50e2ad4f8b9-1,migrou_gratis,17,true
0035da90-1a96-11ee-b4c5-3b7060aefd51-1,voltou_pago,15,false
0035e3d0-1459-11ed-b3a1-a14b8d6a0198-1,migrou_gratis,16,true
003609d0-941c-11ed-af40-b57b43d6d653-1,migrou_gratis,16,true
003635e0-096e-11ef-a730-77a73e643322-1,migrou_gratis,17,true
00363ec0-a8eb-11ee-9287-75b15652a05c-3,migrou_gratis,17,true
003648b0-53ce-11ee-be2f-77836a8bb410-2,saiu_de_vez,,
0036a110-cabb-11ef-8e18-6bae4429e759-1,migrou_gratis,17,true
0036ba70-45c3-11ee-a9a6-c5a3d24941c2-1,migrou_gratis,17,true
00370e10-ab31-11ef-97c4-ff80ae4ebcf5-1,voltou_pago,244,false
00371ee0-bf98-11ed-bad7-19f9c11638bd-2,saiu_de_vez,,
00372b10-166b-11ec-a602-17bf2214b93f-4,migrou_gratis,16,true
0037ee10-3aae-11ee-86e5-9b918a0a438a-1,saiu_de_vez,,
00380280-7449-11ef-a086-55e626957979-1,migrou_gratis,17,true
00382780-185d-11ef-8823-39cf95040ba5-2,voltou_pago,19,false
00383710-21eb-11ef-ad0e-79e2abea819f-1,migrou_gratis,17,true
00388240-a2ad-11ef-926b-677da430425f-1,saiu_de_vez,,
0038c2d0-8581-11ef-811b-67de2ffb689a-1,voltou_pago,16,false
00392860-2a0e-11f0-935c-d9d12bc313a4-2,saiu_de_vez,,
00398c80-45b6-11ee-acd7-a5408093b383-1,voltou_pago,16,false
00399aa0-06e4-11ef-9b3d-ad5e83667ee4-1,migrou_gratis,17,true
0039f380-a298-11ed-8cc1-49837c1b5f6d-5,migrou_gratis,17,true
003a0ff0-0ec7-11ee-aee5-61b8b5ea9463-1,voltou_pago,17,false
003aa2e0-06c9-11ee-9ac4-37852117f631-1,migrou_gratis,17,true
003b6220-f9c5-11ef-bf6e-072f53bb896c-1,migrou_gratis,17,true
003bb0f0-2fc8-11ed-9981-77535d7682df-2,voltou_pago,1,false
003bb600-f4e7-11ee-b50d-075912a7eaa2-1,voltou_pago,1,false
003bbe60-715c-11ef-a435-d9d030035e5d-1,migrou_gratis,17,true
003bc300-35ea-11ee-bd3d-9bc359798f23-1,saiu_de_vez,,
003c19e0-849f-11ef-9fc1-afe3b2e99570-1,migrou_gratis,17,true
003c2e20-aa8d-11f0-8c65-8f6d46ee82d5-1,saiu_de_vez,,
003c4a90-6378-11ed-b08a-fd2bc21d77d8-1,migrou_gratis,16,true
003c4f50-7391-11f0-9c96-2bb1ee59bfec-1,migrou_gratis,17,true
003c9f90-237a-11ef-ae50-bf22cf40ebbe-1,migrou_gratis,17,true
003cae40-9d98-11ed-886c-598aee663f33-1,voltou_pago,217,false
003cdf00-7f29-11ee-a926-a9d0ffef88b7-1,migrou_gratis,17,true
003ce090-c3e9-11ee-a270-f3abec580ff6-1,saiu_de_vez,,
003d9330-ccac-11ed-b16e-599df885f4e8-1,migrou_gratis,16,true
003e0bd0-c517-11ee-ac05-7bbe7b3a90b9-1,migrou_gratis,17,true
003e17b0-84e2-11f0-b57b-2577474e2880-1,migrou_gratis,17,true
003e6de0-8a67-11ee-8c0b-b5ad8d10aa88-1,migrou_gratis,17,true
003ecb90-e215-11ee-b6e4-9b6d543c0e3c-1,migrou_gratis,17,true
003f1c80-b8a7-11ef-9465-53f241c95057-1,voltou_pago,11,false
003f5120-2129-11ef-83ae-cf23d73916ec-1,saiu_de_vez,,
003f7b10-530b-11ee-b329-393bd36cd1d8-2,saiu_de_vez,,
003fe2e0-fe8f-11ef-88d6-4d37cfa2937e-1,saiu_de_vez,,
00401820-1d25-11ee-b3ea-8fce22da990f-1,voltou_pago,8,false
00415ea0-37bf-11ef-9674-e735e3e398f3-3,migrou_gratis,17,true
00422bf0-bce6-11ed-a1fe-13ac2839902e-2,saiu_de_vez,,
0042fce0-bc5b-11ee-8406-6d80b4f931dd-2,migrou_gratis,17,true
004306d0-d092-11ef-9ae5-abcbc45a179e-1,migrou_gratis,17,true
00438f30-997e-11ed-afc4-3fc9ffc8c7ef-2,migrou_gratis,17,true
0043d3d0-4876-11ee-8e45-03a1e3f74650-1,migrou_gratis,16,true
00442c70-a8cb-11ef-9220-458b877e1e77-1,saiu_de_vez,,
00446840-32a1-11ed-8699-23f64daf1b9c-1,migrou_gratis,16,true
0044cee0-9c79-11ef-9780-4d7b12769b37-2,voltou_pago,2,false
00451a70-db41-11ee-8ec7-8394e0f17084-1,voltou_pago,67,false
00453f20-7c2f-11ef-9ecb-3d00f57fe83a-1,migrou_gratis,17,true
004561f0-fe06-11ee-9471-cbe296259244-2,saiu_de_vez,,
00456c10-7140-11ef-94a5-fb898e105807-3,saiu_de_vez,,
00459fd0-21dc-11f0-9a4a-f9bf79116efe-1,saiu_de_vez,,
0045d3f0-f3e5-11ed-802b-e1780ba1a49a-1,migrou_gratis,17,true
00463770-aa0a-11ed-ac27-0db788501558-3,voltou_pago,1,false
00465a90-4341-11ee-9e13-2fc2f27f4e63-1,migrou_gratis,17,true
004665f0-76b0-11ef-8038-eb68338051a7-1,migrou_gratis,17,true
00468480-07f8-11ef-acad-67015d8a840e-1,voltou_pago,119,false
004685d0-1748-11ee-975f-dfa152cbc8ac-1,migrou_gratis,17,true
0046cf10-99cd-11ee-ae33-255e3f6b1555-1,saiu_de_vez,,
0046e5f0-5d4f-11ee-9432-2baab0c38aa9-2,migrou_gratis,17,true
00476f20-1cf9-11ee-8284-bd05ddf9b526-1,saiu_de_vez,,
00479ac0-2759-11ef-9d55-75853cdfa001-1,voltou_pago,6,false
0047f9e0-63a7-11ef-a9d2-8954553dc727-1,migrou_gratis,17,true
0048eb80-5415-11ef-915a-ff22c5e5672f-2,saiu_de_vez,,
00494c50-e93b-11ee-a671-038204fd5d19-3,saiu_de_vez,,
00497920-b86b-11ed-93b1-63aebb5a8b0b-2,migrou_gratis,17,true
00498210-d18f-11ee-8134-a3eecb54cb99-1,saiu_de_vez,,
0049bf70-d634-11ed-9c48-db723d85dccf-1,saiu_de_vez,,
0049cb70-2d94-11ee-9fc2-71b7ab8ac1e2-1,saiu_de_vez,,
0049cf30-5edb-11ee-aba1-5b5321b4336c-1,migrou_gratis,16,true
0049eb50-c78b-11ee-a394-4dea8516daf3-1,saiu_de_vez,,
004a7f40-255a-11ed-b666-fd9e8b7d301c-1,migrou_gratis,16,true
004b5490-1911-11ef-9444-cbdfd90729b9-1,migrou_gratis,17,true
004bb290-ce93-11ef-91c8-35240f5c7b4e-1,migrou_gratis,17,true
004bce40-2435-11f0-a0fe-ef62ccc58384-2,voltou_pago,33,false
004c0b50-d259-11ee-9a45-cfd92671fd89-1,voltou_pago,4,false
004c3030-eb0d-11ef-b60f-5958e6f9488b-1,saiu_de_vez,,
004c5db0-e56f-11ef-b749-e38954b454fa-1,saiu_de_vez,,
004c7a40-a9b9-11ee-9026-c507e232b964-2,migrou_gratis,17,true
004cbaf0-f8e2-11ee-90b0-3fb0e4995463-1,saiu_de_vez,,
004cce70-9584-11ef-b7e8-a5f71f25d8df-2,saiu_de_vez,,
004ce660-0a17-11ef-9c0d-67540ed40656-1,saiu_de_vez,,
004d0f20-aa15-11ef-b232-a78746b4ee40-1,voltou_pago,16,false
004d2980-3147-11ee-b35f-bb0e7ff29777-2,voltou_pago,10,false
004d4250-6836-11ee-bdf0-55123dd03d91-1,migrou_gratis,17,true
004d71d0-124a-11ef-b104-c10c89a2c490-1,saiu_de_vez,,
004da020-81ac-11ef-aebb-a3031b427212-2,migrou_gratis,17,true
004da4e0-1dfb-11ef-9cb2-c5d0b2b71d4c-1,voltou_pago,61,false
004db020-eed9-11ef-b66f-277f59dca1e7-1,migrou_gratis,17,true
004dd700-4104-11ee-993a-5f81d29c6465-1,migrou_gratis,17,true
004ddf30-54b2-11ef-b6ed-e9413b21e564-2,voltou_pago,3,false
004de1f0-d63c-11ee-9785-f1dd268b549a-1,saiu_de_vez,,
004dfb00-cf2a-11ed-b316-712992094588-3,voltou_pago,1,false
004e5530-d376-11ef-b49a-6b9b5c3094c4-1,saiu_de_vez,,
004e9090-e6d7-11ee-96bc-db96cd959b3f-1,saiu_de_vez,,
004eb0a0-3c3e-11ee-b9e3-e97f891405c7-1,saiu_de_vez,,
004faea0-eae0-11ee-8596-b1c6d07aa661-1,voltou_pago,54,false
00506f80-95a4-11ed-9a6b-bf787ead0eec-4,migrou_gratis,17,true
00507a30-98a6-11ec-a4db-4b4ae00115d0-2,saiu_de_vez,,
00509c40-adc9-11f0-bbd2-aba3a7601c62-1,saiu_de_vez,,
0050ce90-36cf-11ee-800f-87415eafd086-1,migrou_gratis,17,true
00511280-5bb7-11ee-8454-ff79cdfd4cff-1,saiu_de_vez,,
0051b390-0429-11f0-b9eb-fdf3a730ea3b-1,voltou_pago,221,false
0051bde0-f7e2-11ed-bda9-f389aa917126-2,saiu_de_vez,,
00521920-91b2-11ed-a447-cf7d1cec4b71-1,migrou_gratis,16,true
00525bb0-0bce-11ee-8495-f10efc138f23-1,saiu_de_vez,,
00526f70-79c7-11ef-a347-09f49cbdf7e1-1,voltou_pago,129,false
0052b200-f5a2-11ed-b76f-55551a77b6eb-1,migrou_gratis,16,true
0052e750-d023-11ee-b7f8-43f0b3a90f49-1,saiu_de_vez,,
005319b0-51c4-11ee-84dc-35d2abbcc304-2,saiu_de_vez,,
005322d0-06f4-11ef-a2b0-1bb3b9ccaa53-1,saiu_de_vez,,
005351d0-ea6d-11ef-a75f-9d124115213f-1,voltou_pago,11,false
0053b460-7fc3-11ee-b948-5fdf42eca059-3,saiu_de_vez,,
00543ec0-838a-11ed-acc0-7d1d795483b2-1,saiu_de_vez,,
005476f0-1de0-11ef-a82b-01e5164f7c2d-1,migrou_gratis,17,true
0054bc60-e460-11ed-aa17-97360555e770-1,migrou_gratis,17,true
0054e9c0-dbc1-11ee-bf19-899ddb1f7053-1,migrou_gratis,17,true
005501d0-b9df-11ed-9675-8d6d45d76518-3,migrou_gratis,17,true
00554540-5c88-11ee-8eae-49000f2b7c57-1,saiu_de_vez,,
0055b9c0-ba67-11ee-a52a-d748badf106a-2,migrou_gratis,17,true
00562a00-953b-11ee-a12b-dd1825065aee-4,saiu_de_vez,,
00563e30-cf1c-11ee-82c6-9f0fa0a0f016-1,voltou_pago,71,false
0056f350-a828-11ed-8cb5-49d53452dd92-3,saiu_de_vez,,
0057da70-1c59-11f0-8c1a-23672ddccdeb-1,saiu_de_vez,,
005825a0-e0c5-11ee-b651-27eec41ce11a-1,saiu_de_vez,,
005855f0-4112-11ee-84f9-e1d980d0a924-3,saiu_de_vez,,
0058e160-1e05-11f0-a61a-c589ab260701-1,voltou_pago,6,false
005998e0-0d3e-11ef-a0ea-e7e63d69c7ff-1,saiu_de_vez,,
0059a3d0-5d0f-11ec-a012-47e4941c95f2-2,migrou_gratis,16,true
0059a530-1092-11f0-934f-5307c0a8a428-1,saiu_de_vez,,
0059e400-cffd-11ed-a0ff-bb6dd87f4315-2,saiu_de_vez,,
0059ee00-f164-11ec-94f9-c5b0760d6f6e-2,migrou_gratis,16,true
0059f140-1220-11eb-88c2-73ae78d27cf6-3,voltou_pago,347,false
005b1b50-589b-11ee-886d-6b802ccbe0c5-2,saiu_de_vez,,
005b7520-af46-11ef-9256-d3c6d94847a7-1,voltou_pago,4,false
005ba520-8b08-11ef-8591-d56f4ecb6642-2,migrou_gratis,17,true
005c06a0-f85e-11ef-987c-db3293eee3f3-1,migrou_gratis,17,true
005c44e0-84c7-11ef-9454-9d7540db108b-1,migrou_gratis,17,true
005d2060-5cd4-11ef-b85f-997de5dd172d-2,migrou_gratis,17,true
005d5350-b0da-11ef-8312-a18d3f2473f6-1,migrou_gratis,17,true
005d5da0-2116-11ee-a450-7b6af43602aa-1,migrou_gratis,17,true
005dca20-d731-11ee-a752-932db479f597-1,voltou_pago,14,false
005e3920-542a-11f0-bf43-7184bd178134-1,migrou_gratis,15,true
005ef250-f690-11ee-b0dc-b92efe5fb41d-1,voltou_pago,35,false
005f5320-4542-11ef-98c2-cddb736814e0-1,migrou_gratis,17,true
005f7130-d5b0-11ef-8636-5b000fc0326d-2,saiu_de_vez,,
00603a80-f95b-11ed-a6da-d1eae5bbc68c-1,voltou_pago,365,false
0060c360-2b0f-11ef-910b-81a684595c67-1,migrou_gratis,17,true
0060fbe0-f6ee-11ef-bc72-cb276f334c66-1,saiu_de_vez,,
006132c0-607a-11ed-a336-7ff23c9fcba2-2,migrou_gratis,17,true
00615e00-8c65-11ed-9e1f-d3a95a330686-1,voltou_pago,5,false
00617e80-0df6-11ef-bc57-c36036881738-1,voltou_pago,158,false
0062ab30-662a-11ee-80e8-eb537210fcfb-2,migrou_gratis,17,true
