total_adyen_events,com_shopper_ref,pct_com_shopper,com_cpf_body,match_orders,pct_match_orders,match_payers,match_people_via_payer,match_pps_sub,match_ppsc_cycle,match_yalo_account
28518,0,0.0,31,0,0.0,0,0,9222,27614,16119
