total_registros,com_data_atendimento,com_data_agenda,primeira_data,ultima_data,pacientes_unicos,profissionais_unicos,unidades_unicas,especialidades_unicas
20455667,20455667,20455667,2015-02-25,2026-06-10,3854480,7876,75,96
