contract_id,churn_original,churn_v4,churn_v5,churn_pm,desfecho_final,score_v4,score_v5,score_pm,faixa_5_v4,faixa_5_v5,faixa_5_pm,faixa_7_v4,faixa_7_v5,faixa_7_pm
2dead560-250e-11f0-864e-b7c9f28b53a9-1,1,0,1,1,gratis_saiu,860,627,664,SEGURO,BAIXO,BAIXO,SEGURO,BAIXO,BAIXO
2ef40010-06fd-11ef-a2b0-1bb3b9ccaa53-3,1,0,1,1,gratis_saiu,813,656,729,SEGURO,BAIXO,BAIXO,MUITO BAIXO,BAIXO,MUITO BAIXO
2f9c3bc0-95fc-11ef-9b35-e5a820315561-1,1,0,1,1,gratis_saiu,827,451,556,SEGURO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,MEDIO
30564a50-25c2-11f0-89b9-e9f7b9f73d1d-1,0,0,0,0,,800,496,471,BAIXO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,MEDIO
30d8f5d0-2528-11f0-afe8-334eaf14ba0e-1,1,0,0,0,voltou_pago,754,480,522,BAIXO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,MEDIO
31c395f0-25c2-11f0-b86f-55b8314ca2c1-1,0,0,0,0,,837,769,881,SEGURO,BAIXO,SEGURO,MUITO BAIXO,MUITO BAIXO,SEGURO
3210d860-250e-11f0-9a36-75a0b91e4be2-1,1,1,1,0,voltou_pago,574,466,510,MEDIO,MEDIO,MEDIO,BAIXO,MEDIO,MEDIO
324911d0-9634-11ef-9e8a-9bb7a02b8906-1,1,0,1,1,gratis_saiu,838,485,600,SEGURO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,BAIXO
32ff0500-96dc-11ef-bc78-0d1279e47368-1,0,0,0,0,,756,431,498,BAIXO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,MEDIO
34ac5fd0-a47b-11f0-8a2e-d714bde80e34-1,1,1,1,1,saiu_de_vez,357,188,198,ALTO,CRITICO,CRITICO,ALTO,MUITO ALTO,MUITO ALTO
34af5f10-9616-11ef-af2f-27695fc75f73-1,1,0,1,0,gratis_voltou_pago,854,603,688,SEGURO,BAIXO,BAIXO,MUITO BAIXO,BAIXO,BAIXO
377180c0-9620-11ef-94c7-555e8ec3530a-1,1,0,1,1,gratis_saiu,806,524,586,SEGURO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,BAIXO
3910a290-24fe-11f0-8cdb-1106be2bcf5e-1,1,1,1,1,saiu_de_vez,854,538,585,SEGURO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,BAIXO
392aec20-96c6-11ef-9a59-2d648cb74a55-1,0,0,0,0,,803,491,587,SEGURO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,BAIXO
3a3744d0-77e9-11ee-8cfc-677037a2a0eb-4,0,0,0,0,,864,769,814,SEGURO,BAIXO,SEGURO,SEGURO,MUITO BAIXO,MUITO BAIXO
3a544420-2514-11f0-afe1-7744e201f3c1-1,1,0,0,0,voltou_pago,785,523,638,BAIXO,MEDIO,BAIXO,MUITO BAIXO,MEDIO,BAIXO
3c0a2840-960b-11ef-912a-8f791d33721a-2,1,0,1,1,gratis_saiu,626,660,691,BAIXO,BAIXO,BAIXO,BAIXO,BAIXO,BAIXO
3c72bbb0-2532-11f0-8e29-6dc521409898-1,1,0,0,0,voltou_pago,775,496,535,BAIXO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,MEDIO
3d1d8350-9627-11ef-b7b8-ed765e289798-1,1,0,1,1,gratis_saiu,751,402,462,BAIXO,MEDIO,MEDIO,MUITO BAIXO,ALTO,MEDIO
3e42b400-9788-11ef-bd85-114756c7c639-2,0,0,0,0,,852,735,803,SEGURO,BAIXO,SEGURO,MUITO BAIXO,MUITO BAIXO,MUITO BAIXO
3e713f90-963f-11ef-a470-89389aac461a-2,1,1,1,1,saiu_de_vez,801,583,597,SEGURO,MEDIO,MEDIO,MUITO BAIXO,BAIXO,BAIXO
3f82a2c0-96f3-11ef-88f8-2b9299e9b601-1,0,0,0,0,,773,432,497,BAIXO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,MEDIO
3fa99610-96cf-11ef-a1a9-779bd98c4e26-2,0,0,0,0,,772,563,614,BAIXO,MEDIO,BAIXO,MUITO BAIXO,MEDIO,BAIXO
4005d700-95f7-11ef-a47e-23c78c2dc34e-1,1,0,0,0,voltou_pago,499,523,650,MEDIO,MEDIO,BAIXO,MEDIO,MEDIO,BAIXO
40210620-7810-11ee-a64a-2d3baa255f30-4,0,0,0,0,,879,778,818,SEGURO,BAIXO,SEGURO,SEGURO,MUITO BAIXO,MUITO BAIXO
403e0310-0762-11ef-8200-11b45be8ae6a-3,1,1,1,1,saiu_de_vez,801,583,597,SEGURO,MEDIO,MEDIO,MUITO BAIXO,BAIXO,BAIXO
410ba360-24f3-11f0-af27-9355a4504004-1,1,0,0,0,voltou_pago,878,752,860,SEGURO,BAIXO,SEGURO,SEGURO,MUITO BAIXO,SEGURO
4178ecb0-250a-11f0-9ed6-39f93dc79590-1,1,0,0,0,voltou_pago,822,505,531,SEGURO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,MEDIO
41ca3110-24f6-11f0-a685-05ca8fa6aa45-1,1,0,1,1,gratis_saiu,759,456,516,BAIXO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,MEDIO
41e65240-25bf-11f0-bf77-238e7676a9b8-1,0,0,0,0,,760,483,523,BAIXO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,MEDIO
4237f2a0-0683-11ef-9b17-25cff8a014ec-3,1,1,1,1,saiu_de_vez,567,424,423,MEDIO,MEDIO,MEDIO,MEDIO,ALTO,ALTO
42a7eb40-39a9-11ec-ba7c-1d6c76ed78c7-8,0,0,0,0,,543,559,552,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
42d95160-96ff-11ef-ac5b-63016ce9b920-2,0,0,0,0,,745,552,566,BAIXO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,MEDIO
432fa760-9702-11ef-ab53-416aad97e6f0-1,0,0,0,0,,817,548,598,SEGURO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,BAIXO
44d4e8b0-25a9-11f0-ad99-d33e32a01ece-1,0,0,0,0,,777,418,463,BAIXO,MEDIO,MEDIO,MUITO BAIXO,ALTO,MEDIO
452facf0-2527-11f0-afe8-334eaf14ba0e-1,1,0,1,1,gratis_saiu,749,445,486,BAIXO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,MEDIO
45cf9970-2506-11f0-8a16-710da172d140-1,1,0,1,0,gratis_voltou_pago,781,422,485,BAIXO,MEDIO,MEDIO,MUITO BAIXO,ALTO,MEDIO
45e11ff0-0640-11ef-9c7c-a90b8d0408d1-3,1,0,0,0,voltou_pago,858,706,772,SEGURO,BAIXO,BAIXO,SEGURO,BAIXO,MUITO BAIXO
45fcd4e0-9775-11ef-9910-53e6354dc6cd-2,0,0,0,0,,847,718,793,SEGURO,BAIXO,BAIXO,MUITO BAIXO,MUITO BAIXO,MUITO BAIXO
46a22720-071e-11ef-8a77-091d01f0771e-3,0,0,0,0,,671,532,573,BAIXO,MEDIO,MEDIO,BAIXO,MEDIO,BAIXO
46f20a40-25d3-11f0-b13c-87bd553d7259-1,0,0,0,0,,839,519,629,SEGURO,MEDIO,BAIXO,MUITO BAIXO,MEDIO,BAIXO
4726e800-25f6-11f0-a95a-b993e90ab0b9-1,0,0,0,0,,824,517,555,SEGURO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,MEDIO
48558f50-257a-11f0-8f4a-ff876e7583ca-1,0,0,0,0,,745,371,429,BAIXO,ALTO,MEDIO,MUITO BAIXO,ALTO,ALTO
4885d470-979b-11ef-beeb-ed8a726ad5be-2,0,0,0,0,,818,659,685,SEGURO,BAIXO,BAIXO,MUITO BAIXO,BAIXO,BAIXO
489fe220-25a3-11f0-bc86-273325730d42-1,0,0,0,0,,824,520,580,SEGURO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,BAIXO
4935a370-24e8-11f0-927f-a51633768f2c-1,1,0,1,1,gratis_saiu,743,437,486,BAIXO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,MEDIO
4a446870-0750-11ef-84ad-b16c8bec15c1-3,1,0,1,1,gratis_saiu,908,725,809,SEGURO,BAIXO,SEGURO,SEGURO,MUITO BAIXO,MUITO BAIXO
4a660ea0-9605-11ef-912a-8f791d33721a-1,1,0,0,0,voltou_pago,753,502,568,BAIXO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,MEDIO
4adcf160-2515-11f0-9961-1dbf0001ba12-1,1,1,1,1,saiu_de_vez,666,317,345,BAIXO,ALTO,ALTO,BAIXO,ALTO,ALTO
4af11320-0653-11ef-abd6-9fe2e8fe9003-3,1,0,1,0,gratis_voltou_pago,834,644,693,SEGURO,BAIXO,BAIXO,MUITO BAIXO,BAIXO,BAIXO
4c9b7710-96c7-11ef-a5a2-99a7582fe725-2,0,0,0,0,,750,573,572,BAIXO,MEDIO,MEDIO,MUITO BAIXO,BAIXO,BAIXO
4d519070-95f2-11ef-9b21-69a92fd680e6-1,1,0,1,1,gratis_saiu,328,352,362,ALTO,ALTO,ALTO,ALTO,ALTO,ALTO
4d5f8d80-7779-11ee-b955-9fe11bb11518-4,0,0,0,0,,854,734,785,SEGURO,BAIXO,BAIXO,MUITO BAIXO,MUITO BAIXO,MUITO BAIXO
4d799790-260d-11f0-95fc-c5c5a62b5797-1,0,0,0,0,,656,349,391,BAIXO,ALTO,ALTO,BAIXO,ALTO,ALTO
4d7c7320-e6a4-11ed-9ee2-d7bef2156dad-5,1,0,0,0,voltou_pago,818,659,685,SEGURO,BAIXO,BAIXO,MUITO BAIXO,BAIXO,BAIXO
4e4f3b40-95fb-11ef-93c0-25a367a3071c-1,1,0,1,1,gratis_saiu,773,414,459,BAIXO,MEDIO,MEDIO,MUITO BAIXO,ALTO,MEDIO
4ebaad00-9658-11ef-85b0-c718e031e51d-2,0,0,0,0,,736,580,631,BAIXO,MEDIO,BAIXO,MUITO BAIXO,BAIXO,BAIXO
4f2f5c90-250a-11f0-8a5a-41fa038c8330-1,1,1,1,1,saiu_de_vez,807,519,587,SEGURO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,BAIXO
4f54cce0-96d6-11ef-8e79-21f796efe77b-1,0,0,0,0,,903,646,788,SEGURO,BAIXO,BAIXO,SEGURO,BAIXO,MUITO BAIXO
4fa7f350-772b-11ee-97ef-b524b5e60095-2,0,0,0,0,,814,549,630,SEGURO,MEDIO,BAIXO,MUITO BAIXO,MEDIO,BAIXO
4fcfd410-9638-11ef-ba89-ef0f69fa019f-2,1,1,1,0,voltou_pago,736,580,631,BAIXO,MEDIO,BAIXO,MUITO BAIXO,BAIXO,BAIXO
50628290-2550-11f0-afe0-bb55ec90ad95-1,1,1,1,1,saiu_de_vez,743,437,486,BAIXO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,MEDIO
5108dc80-072e-11ef-b34f-af22d24f7108-3,1,0,0,0,voltou_pago,865,735,795,SEGURO,BAIXO,BAIXO,SEGURO,MUITO BAIXO,MUITO BAIXO
5166f3d0-9601-11ef-a828-a7f743a5ce50-2,1,1,1,1,saiu_de_vez,885,774,850,SEGURO,BAIXO,SEGURO,SEGURO,MUITO BAIXO,MUITO BAIXO
51ac0960-25db-11f0-8610-d147eddabe0d-1,0,0,0,0,,800,602,664,BAIXO,BAIXO,BAIXO,MUITO BAIXO,BAIXO,BAIXO
51d8ce50-7731-11ee-9e0a-15efa972c0af-4,0,0,0,0,,885,805,886,SEGURO,SEGURO,SEGURO,SEGURO,MUITO BAIXO,SEGURO
5219dd10-9796-11ef-bdbb-97cc2ad0d89d-2,0,0,0,0,,745,552,566,BAIXO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,MEDIO
527f3030-8b01-11ef-8c89-2ba0af6a18ed-2,1,1,1,1,saiu_de_vez,543,559,552,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
52da7a50-24f6-11f0-af27-9355a4504004-1,1,0,1,1,gratis_saiu,759,523,585,BAIXO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,BAIXO
52dcae50-7774-11ee-adc5-8ff95731f538-2,0,0,0,0,,783,524,578,BAIXO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,BAIXO
531b9d70-24b3-11f0-9e5d-d57c49972faa-1,1,0,1,1,gratis_saiu,438,442,455,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
54717710-9635-11ef-ba89-ef0f69fa019f-1,1,0,1,1,gratis_saiu,872,614,716,SEGURO,BAIXO,BAIXO,SEGURO,BAIXO,MUITO BAIXO
54b05880-2506-11f0-8a16-710da172d140-1,1,0,1,1,gratis_saiu,774,479,510,BAIXO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,MEDIO
553a3ff0-1787-11f0-bb24-e5baa1d6548f-1,1,1,1,1,saiu_de_vez,771,400,429,BAIXO,ALTO,MEDIO,MUITO BAIXO,ALTO,ALTO
55716d50-3995-11ec-86c2-e7bbc88dc36c-4,0,0,0,0,,790,543,608,BAIXO,MEDIO,BAIXO,MUITO BAIXO,MEDIO,BAIXO
5582b820-2510-11f0-b273-a9aba09e58ce-1,1,0,1,1,gratis_saiu,776,487,561,BAIXO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,MEDIO
558d0e20-9612-11ef-8e56-bf30afc3678f-1,1,1,1,1,saiu_de_vez,718,408,447,BAIXO,MEDIO,MEDIO,MUITO BAIXO,ALTO,MEDIO
568836d0-95ed-11ef-a47e-23c78c2dc34e-2,1,0,1,0,gratis_voltou_pago,745,552,566,BAIXO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,MEDIO
56d85cb0-7716-11ee-a999-e56c0db5f99f-2,0,0,0,0,,875,591,686,SEGURO,MEDIO,BAIXO,SEGURO,BAIXO,BAIXO
57022780-063f-11ef-a989-970fa9ac53d4-3,1,0,1,1,gratis_saiu,745,552,566,BAIXO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,MEDIO
571a0700-9623-11ef-94c7-555e8ec3530a-1,1,0,1,1,gratis_saiu,762,454,502,BAIXO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,MEDIO
57410490-24fd-11f0-bcd8-d734dd80ac72-1,1,0,1,1,gratis_saiu,822,547,606,SEGURO,MEDIO,BAIXO,MUITO BAIXO,MEDIO,BAIXO
577df2f0-065a-11ef-a5c3-117bcbe524fb-3,1,1,1,1,saiu_de_vez,818,670,707,SEGURO,BAIXO,BAIXO,MUITO BAIXO,BAIXO,BAIXO
58050660-06e0-11ef-9b3d-ad5e83667ee4-3,0,0,0,0,,818,659,685,SEGURO,BAIXO,BAIXO,MUITO BAIXO,BAIXO,BAIXO
59a32b90-770d-11ee-9cdd-c5328184da08-2,0,0,0,0,,570,559,642,MEDIO,MEDIO,BAIXO,MEDIO,MEDIO,BAIXO
5a5a8b00-962e-11ef-b6db-fde6a5d221ca-2,1,0,1,1,gratis_saiu,657,712,747,BAIXO,BAIXO,BAIXO,BAIXO,BAIXO,MUITO BAIXO
5b5ec580-9637-11ef-87c7-492a04ed75c9-1,1,1,1,1,saiu_de_vez,817,560,614,SEGURO,MEDIO,BAIXO,MUITO BAIXO,MEDIO,BAIXO
5c075490-96c6-11ef-ba85-852a2a5ee8dd-2,0,0,0,0,,675,470,494,BAIXO,MEDIO,MEDIO,BAIXO,MEDIO,MEDIO
5c66fb80-2536-11f0-95f7-3557a72c4049-1,1,0,1,1,gratis_saiu,715,367,424,BAIXO,ALTO,MEDIO,MUITO BAIXO,ALTO,ALTO
5cc75820-592a-11ed-bd50-f3fb79ff7d84-6,0,0,0,0,,745,552,566,BAIXO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,MEDIO
5d3e3630-7719-11ee-b961-878b3dc1017b-2,0,0,0,0,,872,725,833,SEGURO,BAIXO,SEGURO,SEGURO,MUITO BAIXO,MUITO BAIXO
5de3d550-978d-11ef-9897-83ca9387b030-2,0,0,0,0,,890,757,849,SEGURO,BAIXO,SEGURO,SEGURO,MUITO BAIXO,MUITO BAIXO
5ed3f870-19f4-11f0-b8d3-5d6680a3e82a-1,1,1,1,1,saiu_de_vez,757,480,523,BAIXO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,MEDIO
5f451dd0-06e4-11ef-a670-237327467465-3,0,0,0,0,,864,717,797,SEGURO,BAIXO,BAIXO,SEGURO,MUITO BAIXO,MUITO BAIXO
5ffba940-255d-11f0-88ee-99c5fb6070b3-1,0,0,0,0,,812,552,621,SEGURO,MEDIO,BAIXO,MUITO BAIXO,MEDIO,BAIXO
605f3b30-9701-11ef-8556-4fac870f4611-1,0,0,0,0,,844,646,767,SEGURO,BAIXO,BAIXO,MUITO BAIXO,BAIXO,MUITO BAIXO
608d3f50-24b7-11f0-972f-634f3b036b7e-1,1,0,0,0,voltou_pago,797,507,570,BAIXO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,MEDIO
61507ac0-2524-11f0-afd0-3df87960c828-1,1,0,1,0,gratis_voltou_pago,762,456,507,BAIXO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,MEDIO
61c11c50-96d9-11ef-8608-5daa0d7b2668-2,0,0,0,0,,862,734,812,SEGURO,BAIXO,SEGURO,SEGURO,MUITO BAIXO,MUITO BAIXO
61dad520-06ea-11ef-b8f5-9df7bca0b727-3,0,0,0,0,,792,577,587,BAIXO,MEDIO,MEDIO,MUITO BAIXO,BAIXO,BAIXO
62c786b0-9653-11ef-b22c-89a56a8c76f7-1,1,0,1,1,gratis_saiu,817,447,554,SEGURO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,MEDIO
64f79310-25cf-11f0-a38e-ff83a2ad2b78-1,0,0,0,0,,819,507,544,SEGURO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,MEDIO
650b2860-9643-11ef-ba22-4b5caae2e3e2-2,1,0,1,1,gratis_saiu,794,622,661,BAIXO,BAIXO,BAIXO,MUITO BAIXO,BAIXO,BAIXO
65805b10-9785-11ef-8ee0-231b3e3d9d50-2,0,0,0,0,,798,630,662,BAIXO,BAIXO,BAIXO,MUITO BAIXO,BAIXO,BAIXO
65959500-96ba-11ef-ab2c-c51176945bba-2,0,0,0,0,,839,699,792,SEGURO,BAIXO,BAIXO,MUITO BAIXO,BAIXO,MUITO BAIXO
65be31e0-7834-11ee-b95c-6dbaf1169d0c-4,0,0,0,0,,802,610,636,SEGURO,BAIXO,BAIXO,MUITO BAIXO,BAIXO,BAIXO
66ab3a00-76c0-11ee-b55c-93a43cff55d6-2,1,0,1,1,gratis_saiu,640,601,680,BAIXO,BAIXO,BAIXO,BAIXO,BAIXO,BAIXO
673b3370-0717-11ef-a956-2977b6a41dd0-3,0,0,0,0,,792,577,587,BAIXO,MEDIO,MEDIO,MUITO BAIXO,BAIXO,BAIXO
67cae710-25be-11f0-92c1-894190f0d0a8-1,0,0,0,0,,825,571,647,SEGURO,MEDIO,BAIXO,MUITO BAIXO,MEDIO,BAIXO
67d94040-96b6-11ef-a744-f7a2131261e1-2,0,0,0,0,,798,630,662,BAIXO,BAIXO,BAIXO,MUITO BAIXO,BAIXO,BAIXO
6a1bba70-25f6-11f0-a95a-b993e90ab0b9-1,0,0,0,0,,821,601,621,SEGURO,BAIXO,BAIXO,MUITO BAIXO,BAIXO,BAIXO
6a65c280-0632-11ef-abfe-bbcd0cdbe483-3,1,1,1,1,saiu_de_vez,677,478,488,BAIXO,MEDIO,MEDIO,BAIXO,MEDIO,MEDIO
6b1afce0-577e-11ed-bd27-916fc0d1220f-3,1,0,1,1,gratis_saiu,824,613,703,SEGURO,BAIXO,BAIXO,MUITO BAIXO,BAIXO,BAIXO
6b8b6310-96c7-11ef-bbf8-9b0e1301c88f-1,0,0,0,0,,827,530,668,SEGURO,MEDIO,BAIXO,MUITO BAIXO,MEDIO,BAIXO
6c734890-95f7-11ef-bed6-238ab46008d8-1,1,0,1,0,gratis_voltou_pago,814,519,623,SEGURO,MEDIO,BAIXO,MUITO BAIXO,MEDIO,BAIXO
6c9d4d60-9779-11ef-98c4-8fc3ba3cb07e-2,0,0,0,0,,814,695,754,SEGURO,BAIXO,BAIXO,MUITO BAIXO,BAIXO,MUITO BAIXO
6ca247c0-96bb-11ef-aebe-011ad7ecd0f9-1,0,0,0,0,,870,575,757,SEGURO,MEDIO,BAIXO,SEGURO,BAIXO,MUITO BAIXO
6ca674a0-9646-11ef-8d81-83084356b1f7-1,1,0,1,1,gratis_saiu,758,370,388,BAIXO,ALTO,ALTO,MUITO BAIXO,ALTO,ALTO
6e8cf240-9622-11ef-b9c7-73a9abbb7ccc-1,1,0,1,1,gratis_saiu,771,382,416,BAIXO,ALTO,MEDIO,MUITO BAIXO,ALTO,ALTO
6ead7a40-7717-11ee-a98c-8d50d4e8214c-4,1,1,1,1,saiu_de_vez,848,719,793,SEGURO,BAIXO,BAIXO,MUITO BAIXO,MUITO BAIXO,MUITO BAIXO
6f2f1180-96d9-11ef-8608-5daa0d7b2668-1,0,0,0,0,,837,502,591,SEGURO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,BAIXO
6f55cfd0-ff2d-11ee-9821-b73c36c0eaf6-3,1,1,1,1,saiu_de_vez,792,577,587,BAIXO,MEDIO,MEDIO,MUITO BAIXO,BAIXO,BAIXO
6f87c4f0-7728-11ee-97ef-b524b5e60095-2,1,1,1,1,saiu_de_vez,632,418,414,BAIXO,MEDIO,MEDIO,BAIXO,ALTO,ALTO
6fd11d50-7654-11ee-bd43-c3ce7154b8d8-2,1,0,1,1,gratis_saiu,783,524,578,BAIXO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,BAIXO
7082d660-9644-11ef-b94f-a98e10214489-1,1,1,1,1,saiu_de_vez,814,428,487,SEGURO,MEDIO,MEDIO,MUITO BAIXO,ALTO,MEDIO
7211b110-250d-11f0-8968-29e657008d34-1,1,0,1,1,gratis_saiu,752,467,492,BAIXO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,MEDIO
7223f410-96c4-11ef-93f9-010ea2d4659e-1,0,0,0,0,,773,414,459,BAIXO,MEDIO,MEDIO,MUITO BAIXO,ALTO,MEDIO
72762290-24e9-11f0-8372-c346dac7a9b5-1,1,1,1,1,saiu_de_vez,528,486,506,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
72b8fd50-24fc-11f0-b478-2324cc81506a-1,1,0,1,1,gratis_saiu,860,552,614,SEGURO,MEDIO,BAIXO,SEGURO,MEDIO,BAIXO
72d39540-9625-11ef-94c7-555e8ec3530a-1,1,1,1,0,voltou_pago,897,560,761,SEGURO,MEDIO,BAIXO,SEGURO,MEDIO,MUITO BAIXO
738ef0b0-97bf-11ef-8525-23140a6f67c2-2,0,0,0,0,,818,659,685,SEGURO,BAIXO,BAIXO,MUITO BAIXO,BAIXO,BAIXO
743cd0a0-251c-11f0-b09c-8fa4ca3e17e6-1,1,1,1,0,voltou_pago,731,392,448,BAIXO,ALTO,MEDIO,MUITO BAIXO,ALTO,MEDIO
75550b00-965c-11ef-8aa7-dd1b67e2e397-1,0,0,0,0,,822,532,676,SEGURO,MEDIO,BAIXO,MUITO BAIXO,MEDIO,BAIXO
756fa820-2518-11f0-af5b-75ba87020992-1,1,0,1,1,gratis_saiu,813,543,620,SEGURO,MEDIO,BAIXO,MUITO BAIXO,MEDIO,BAIXO
769d25d0-57b9-11ed-9ac5-a99baff59f13-3,1,0,1,1,gratis_saiu,790,543,608,BAIXO,MEDIO,BAIXO,MUITO BAIXO,MEDIO,BAIXO
76e74a90-95ea-11ef-9b2b-2d63c9eb34e5-1,1,0,1,0,gratis_voltou_pago,847,625,738,SEGURO,BAIXO,BAIXO,MUITO BAIXO,BAIXO,MUITO BAIXO
77184670-25c5-11f0-b25f-7bf8a743511c-1,0,0,0,0,,702,506,534,BAIXO,MEDIO,MEDIO,BAIXO,MEDIO,MEDIO
77353480-0684-11ef-b9dc-5d5698c041da-3,1,0,1,0,gratis_voltou_pago,870,714,750,SEGURO,BAIXO,BAIXO,SEGURO,BAIXO,MUITO BAIXO
77363660-96c5-11ef-bc90-1f1aeda763f2-2,0,0,0,0,,818,659,685,SEGURO,BAIXO,BAIXO,MUITO BAIXO,BAIXO,BAIXO
77982970-97aa-11ef-9f17-27a34bbb8b56-2,0,0,0,0,,801,583,597,SEGURO,MEDIO,MEDIO,MUITO BAIXO,BAIXO,BAIXO
78c72cd0-8b23-11ef-ac19-37fcb11aaff0-1,1,1,1,1,saiu_de_vez,744,463,548,BAIXO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,MEDIO
792c88f0-9695-11ef-a735-11c69a858e2c-2,0,0,0,0,,800,600,634,BAIXO,MEDIO,BAIXO,MUITO BAIXO,BAIXO,BAIXO
79cc8350-24fc-11f0-b478-2324cc81506a-1,1,0,1,0,gratis_voltou_pago,743,437,486,BAIXO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,MEDIO
79fb1840-9600-11ef-bb68-d3a9bc19a98f-1,1,0,1,1,gratis_saiu,666,587,774,BAIXO,MEDIO,BAIXO,BAIXO,BAIXO,MUITO BAIXO
7a343070-77e9-11ee-a099-75e41e6c7781-4,0,0,0,0,,543,559,552,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
7aa460f0-25a5-11f0-8d8f-d11a198697fc-1,0,0,0,0,,577,465,511,MEDIO,MEDIO,MEDIO,BAIXO,MEDIO,MEDIO
7aa7eb40-76b4-11ee-9fbc-51f4d1b68433-2,1,0,1,0,gratis_voltou_pago,851,650,736,SEGURO,BAIXO,BAIXO,MUITO BAIXO,BAIXO,MUITO BAIXO
7b06afb0-965f-11ef-845f-834ac0ac20e2-1,0,0,0,0,,815,475,546,SEGURO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,MEDIO
7b69cf00-95f6-11ef-b876-cdc7b96ac6e5-1,1,1,1,1,saiu_de_vez,525,387,439,MEDIO,ALTO,MEDIO,MEDIO,ALTO,MEDIO
7c493d90-071f-11ef-8a77-091d01f0771e-3,0,0,0,0,,884,770,835,SEGURO,BAIXO,SEGURO,SEGURO,MUITO BAIXO,MUITO BAIXO
7c8f5b70-a572-11f0-a61a-959f4d1ff386-1,1,1,1,1,saiu_de_vez,556,209,207,MEDIO,ALTO,ALTO,MEDIO,MUITO ALTO,MUITO ALTO
7d07bf60-9629-11ef-94c7-555e8ec3530a-1,1,0,1,1,gratis_saiu,645,249,267,BAIXO,ALTO,ALTO,BAIXO,MUITO ALTO,MUITO ALTO
7d62b260-96b2-11ef-8259-d937fbb9ba9e-2,0,0,0,0,,865,676,768,SEGURO,BAIXO,BAIXO,SEGURO,BAIXO,MUITO BAIXO
7e456920-9621-11ef-8be0-87796d0882ad-1,1,1,1,0,voltou_pago,648,481,614,BAIXO,MEDIO,BAIXO,BAIXO,MEDIO,BAIXO
7efd45f0-2504-11f0-8567-df87f28602aa-1,1,1,1,0,voltou_pago,681,350,400,BAIXO,ALTO,ALTO,BAIXO,ALTO,ALTO
80446000-071f-11ef-8a77-091d01f0771e-3,0,0,0,0,,788,628,678,BAIXO,BAIXO,BAIXO,MUITO BAIXO,BAIXO,BAIXO
8156d120-96cc-11ef-9c03-03ac781175ad-1,0,0,0,0,,705,356,429,BAIXO,ALTO,MEDIO,BAIXO,ALTO,ALTO
819dcf80-2506-11f0-83cb-35ef76af3dcf-1,1,1,1,1,saiu_de_vez,656,349,391,BAIXO,ALTO,ALTO,BAIXO,ALTO,ALTO
81b2c5d0-2500-11f0-909e-797f3106489b-1,1,0,1,1,gratis_saiu,815,560,584,SEGURO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,BAIXO
