contract_id,churn_original,churn_v4,churn_v5,churn_pm,desfecho_final,score_v4,score_v5,score_pm,faixa_5_v4,faixa_5_v5,faixa_5_pm,faixa_7_v4,faixa_7_v5,faixa_7_pm
837fa920-7c8d-11f0-abd0-1191719efec3-1,0,0,0,0,,791,547,643,BAIXO,MEDIO,BAIXO,MUITO BAIXO,MEDIO,BAIXO
849d5ab0-72b4-11f0-8b59-17a4794a120e-1,1,1,1,1,saiu_de_vez,548,487,499,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
84dd21e0-ee25-11ef-bc33-077b72af0403-2,0,0,0,0,,801,583,597,SEGURO,MEDIO,MEDIO,MUITO BAIXO,BAIXO,BAIXO
859b13e0-7c31-11f0-9787-4957ea0dbe9a-1,0,0,0,0,,815,611,677,SEGURO,BAIXO,BAIXO,MUITO BAIXO,BAIXO,BAIXO
861f6340-ce7a-11ee-bc47-0b8679eb3f18-2,0,0,0,0,,829,626,703,SEGURO,BAIXO,BAIXO,MUITO BAIXO,BAIXO,BAIXO
866c32e0-7baa-11f0-a6a7-052a62dd0768-1,1,0,1,1,gratis_saiu,759,455,525,BAIXO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,MEDIO
86a4acf0-7c37-11f0-a1c6-69d001eeb74e-1,0,0,0,0,,765,605,676,BAIXO,BAIXO,BAIXO,MUITO BAIXO,BAIXO,BAIXO
892c4cc0-db16-11ef-92d3-75a2ca4d1e37-1,1,1,1,1,saiu_de_vez,718,408,447,BAIXO,MEDIO,MEDIO,MUITO BAIXO,ALTO,MEDIO
894b5e00-dcf9-11ef-a756-bbda9865c479-1,1,1,1,1,saiu_de_vez,755,336,350,BAIXO,ALTO,ALTO,MUITO BAIXO,ALTO,ALTO
8967fa90-7c56-11f0-aea3-e550a685101e-1,0,0,0,0,,667,352,391,BAIXO,ALTO,ALTO,BAIXO,ALTO,ALTO
89ec59e0-7c63-11f0-9bc4-3f8f9394d094-1,0,0,0,0,,535,508,529,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
8a0f5480-ed03-11ef-b4f1-19ab60386a2a-2,1,0,1,1,gratis_saiu,594,605,631,MEDIO,BAIXO,BAIXO,BAIXO,BAIXO,BAIXO
8a5dd6d0-7c57-11f0-aa78-df7d27c19f66-1,0,0,0,0,,760,468,486,BAIXO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,MEDIO
8ad05970-7c30-11f0-adfa-5f754ba1987d-1,0,0,0,0,,791,513,569,BAIXO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,MEDIO
8b0c4d20-ed3a-11ef-8d57-118beaf0a239-1,1,0,1,1,gratis_saiu,883,617,744,SEGURO,BAIXO,BAIXO,SEGURO,BAIXO,MUITO BAIXO
8cdf1380-af8e-11ed-9f11-e316586311fd-3,0,0,0,0,,709,432,455,BAIXO,MEDIO,MEDIO,BAIXO,MEDIO,MEDIO
8d494950-ee41-11ef-9182-eda0f50d7f8d-1,0,0,0,0,,782,454,511,BAIXO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,MEDIO
8d71c660-7c7f-11f0-a6c7-57c8030d2aea-1,0,0,0,0,,782,503,584,BAIXO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,BAIXO
8db2c650-ed8d-11ef-8934-83f17e815d21-2,0,0,0,0,,837,633,678,SEGURO,BAIXO,BAIXO,MUITO BAIXO,BAIXO,BAIXO
8eb679d0-f89e-11f0-8e28-f57cbeb8ce22-1,1,1,1,1,saiu_de_vez,718,408,447,BAIXO,MEDIO,MEDIO,MUITO BAIXO,ALTO,MEDIO
8ee304c0-ed94-11ef-ac92-934503a63ffc-2,0,0,0,0,,670,713,782,BAIXO,BAIXO,BAIXO,BAIXO,BAIXO,MUITO BAIXO
8fca02b0-7c89-11f0-961d-a79e999dc8b2-1,0,0,0,0,,760,476,513,BAIXO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,MEDIO
906469f0-5c9f-11ef-8980-ef5c77ad2b06-3,1,1,1,1,saiu_de_vez,745,552,566,BAIXO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,MEDIO
91d85c20-ed35-11ef-b75c-1db266442278-1,1,0,1,1,gratis_saiu,479,322,350,MEDIO,ALTO,ALTO,MEDIO,ALTO,ALTO
92322330-eda9-11ef-b9bd-0d9cd6e48039-1,0,0,0,0,,845,589,667,SEGURO,MEDIO,BAIXO,MUITO BAIXO,BAIXO,BAIXO
9233d260-7c6b-11f0-8e74-8b35981c2179-1,0,0,0,0,,780,499,513,BAIXO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,MEDIO
92441a70-ed2e-11ef-b75c-1db266442278-1,1,0,1,1,gratis_saiu,449,424,452,MEDIO,MEDIO,MEDIO,MEDIO,ALTO,MEDIO
9387c180-7bda-11f0-a141-b512b21dd54e-1,1,0,1,1,gratis_saiu,590,459,475,MEDIO,MEDIO,MEDIO,BAIXO,MEDIO,MEDIO
93a4c140-ed41-11ef-a995-61719b502273-1,1,0,1,1,gratis_saiu,773,432,497,BAIXO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,MEDIO
93cf0490-ed4c-11ef-87ac-9f237d1338cd-2,1,0,1,1,gratis_saiu,742,542,564,BAIXO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,MEDIO
94181510-ee08-11ef-8372-e143030418d5-1,0,0,0,0,,611,495,570,BAIXO,MEDIO,MEDIO,BAIXO,MEDIO,MEDIO
94d21840-edf2-11ef-b34c-39429d0ad2f5-1,0,0,0,0,,772,494,539,BAIXO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,MEDIO
94de5810-ed54-11ef-bf76-7fb35ed94601-1,1,0,1,0,gratis_voltou_pago,841,615,709,SEGURO,BAIXO,BAIXO,MUITO BAIXO,BAIXO,BAIXO
94ea44b0-7b4b-11f0-bb9b-cdf308f85c30-1,1,1,1,1,saiu_de_vez,783,499,588,BAIXO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,BAIXO
954656c0-ed56-11ef-ad95-fbc7e336dc34-1,1,0,1,0,gratis_voltou_pago,810,495,668,SEGURO,MEDIO,BAIXO,MUITO BAIXO,MEDIO,BAIXO
96492220-ed95-11ef-96f8-4d65b68855c5-1,1,0,1,1,gratis_saiu,488,433,418,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,ALTO
96ba9db0-ed4a-11ef-8f9f-4be5b96ee6db-1,1,1,1,1,saiu_de_vez,803,534,656,SEGURO,MEDIO,BAIXO,MUITO BAIXO,MEDIO,BAIXO
96dd0370-edf2-11ef-b34c-39429d0ad2f5-2,0,0,0,0,,865,748,812,SEGURO,BAIXO,SEGURO,SEGURO,MUITO BAIXO,MUITO BAIXO
96e44b20-ed5d-11ef-8f66-e7b9835e0383-1,1,0,1,1,gratis_saiu,746,308,330,BAIXO,ALTO,ALTO,MUITO BAIXO,ALTO,ALTO
971286e0-ed38-11ef-83a5-3dbc04499386-1,1,0,0,0,voltou_pago,794,424,481,BAIXO,MEDIO,MEDIO,MUITO BAIXO,ALTO,MEDIO
97e77a60-ed49-11ef-9ff5-7965a034aae0-1,1,1,1,0,voltou_pago,655,374,448,BAIXO,ALTO,MEDIO,BAIXO,ALTO,MEDIO
9842bdd0-7c64-11f0-a890-9bca73693af7-1,0,0,0,0,,787,533,606,BAIXO,MEDIO,BAIXO,MUITO BAIXO,MEDIO,BAIXO
986643f0-ed20-11ef-909f-f3b2b25ea941-2,1,0,1,1,gratis_saiu,727,545,542,BAIXO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,MEDIO
98a851b0-7c49-11f0-9e11-c3588dfecd29-1,0,0,0,0,,804,574,657,SEGURO,MEDIO,BAIXO,MUITO BAIXO,BAIXO,BAIXO
98fc7890-ed64-11ef-be4a-af2e2b5f09b4-1,1,0,1,1,gratis_saiu,777,400,502,BAIXO,ALTO,MEDIO,MUITO BAIXO,ALTO,MEDIO
99432330-7c2a-11f0-b63d-3781d41f60f0-1,0,0,0,0,,803,575,627,SEGURO,MEDIO,BAIXO,MUITO BAIXO,BAIXO,BAIXO
9a1c8e60-ed3f-11ef-881f-0dfcb7173bef-1,1,0,1,1,gratis_saiu,665,264,304,BAIXO,ALTO,ALTO,BAIXO,MUITO ALTO,ALTO
9a2bb050-ed91-11ef-9857-e594823b0bc9-2,0,0,0,0,,798,630,662,BAIXO,BAIXO,BAIXO,MUITO BAIXO,BAIXO,BAIXO
9a498920-7c4a-11f0-b36d-1b7a9d12f930-1,0,0,0,0,,749,538,622,BAIXO,MEDIO,BAIXO,MUITO BAIXO,MEDIO,BAIXO
9a64d0f0-665f-11f0-934c-cd95d0e93e3b-1,1,1,1,1,saiu_de_vez,681,445,521,BAIXO,MEDIO,MEDIO,BAIXO,MEDIO,MEDIO
9ba1f940-ed68-11ef-8e70-dfbbc3e88450-1,1,0,1,0,gratis_voltou_pago,875,566,686,SEGURO,MEDIO,BAIXO,SEGURO,MEDIO,BAIXO
9c00e2e0-edfc-11ef-9cd7-23e59234023b-2,0,0,0,0,,798,630,662,BAIXO,BAIXO,BAIXO,MUITO BAIXO,BAIXO,BAIXO
9c967d60-aee7-11ed-b80c-a3b52e644725-3,1,1,1,1,saiu_de_vez,848,663,757,SEGURO,BAIXO,BAIXO,MUITO BAIXO,BAIXO,MUITO BAIXO
9cf5bfd0-ee20-11ef-bea9-d3f2c64c5410-2,0,0,0,0,,806,641,694,SEGURO,BAIXO,BAIXO,MUITO BAIXO,BAIXO,BAIXO
9cfebef0-67ce-11f0-9e53-3d1de0d29080-1,1,1,1,1,saiu_de_vez,716,352,372,BAIXO,ALTO,ALTO,MUITO BAIXO,ALTO,ALTO
9d8bacf0-cb46-11ee-877b-0355df2e5fdf-4,1,1,1,1,saiu_de_vez,792,577,587,BAIXO,MEDIO,MEDIO,MUITO BAIXO,BAIXO,BAIXO
9e141400-ee13-11ef-bea9-d3f2c64c5410-1,0,0,0,0,,773,432,497,BAIXO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,MEDIO
9e1d0e40-7c69-11f0-879e-2941a2315935-1,0,0,0,0,,700,283,438,BAIXO,ALTO,MEDIO,BAIXO,MUITO ALTO,MEDIO
9e7ae300-ed8d-11ef-8934-83f17e815d21-1,1,1,1,1,saiu_de_vez,842,525,678,SEGURO,MEDIO,BAIXO,MUITO BAIXO,MEDIO,BAIXO
9e8f86b0-7c8b-11f0-9cf4-21d542a98abd-1,0,0,0,0,,758,480,517,BAIXO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,MEDIO
9f1f6c50-7b67-11f0-ac4f-71d2b370a51a-1,1,0,1,1,gratis_saiu,770,447,489,BAIXO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,MEDIO
a0345d30-ed69-11ef-be4a-af2e2b5f09b4-1,1,0,1,1,gratis_saiu,796,406,508,BAIXO,MEDIO,MEDIO,MUITO BAIXO,ALTO,MEDIO
a0828d20-ed7d-11ef-a40e-5d6f6d066787-1,1,0,1,0,gratis_voltou_pago,824,481,554,SEGURO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,MEDIO
a0fcb190-63de-11f0-906f-a3245299a512-1,1,1,1,1,saiu_de_vez,715,511,568,BAIXO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,MEDIO
a14d0fe0-7aa5-11f0-9883-096eb629cc9b-1,1,1,1,1,saiu_de_vez,749,432,458,BAIXO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,MEDIO
a1b10da0-7c6d-11f0-b569-97ff86d25978-1,0,0,0,0,,785,506,565,BAIXO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,MEDIO
a1bc4010-ed45-11ef-9729-b73eb5b53e65-1,1,0,1,1,gratis_saiu,789,483,562,BAIXO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,MEDIO
a1e61650-7b7b-11f0-bfb9-5f38c23fb2e1-1,1,0,0,0,voltou_pago,789,512,574,BAIXO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,BAIXO
a2945e00-7c47-11f0-ae59-b37412ea31ae-1,0,0,0,0,,743,437,486,BAIXO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,MEDIO
a2bbf8c0-ee35-11ef-ae79-3bbea54da099-1,0,0,0,0,,521,410,446,MEDIO,MEDIO,MEDIO,MEDIO,ALTO,MEDIO
a2da3630-ed24-11ef-b3e6-af4d1f4268b3-1,1,1,1,1,saiu_de_vez,800,582,679,BAIXO,MEDIO,BAIXO,MUITO BAIXO,BAIXO,BAIXO
a33e2380-cd8f-11ee-8e25-65d217047afb-2,1,1,1,1,saiu_de_vez,769,477,521,BAIXO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,MEDIO
a3511c10-ecf1-11ef-962c-2b8cace029db-1,1,0,1,1,gratis_saiu,868,546,684,SEGURO,MEDIO,BAIXO,SEGURO,MEDIO,BAIXO
a3d0c760-ed75-11ef-806b-d5ff33995a80-1,1,1,1,1,saiu_de_vez,743,369,429,BAIXO,ALTO,MEDIO,MUITO BAIXO,ALTO,ALTO
a3e93800-0cf4-11f1-969c-df040760921e-1,1,1,1,1,saiu_de_vez,384,343,388,ALTO,ALTO,ALTO,ALTO,ALTO,ALTO
a4225260-7c86-11f0-82de-3f3564e9e0b3-1,0,0,0,0,,809,525,584,SEGURO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,BAIXO
a4493d60-7bac-11f0-a5cb-d7709e033920-1,1,0,1,0,gratis_voltou_pago,806,471,492,SEGURO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,MEDIO
a44b3160-7c29-11f0-af0d-754831722a30-1,0,0,0,0,,748,615,622,BAIXO,BAIXO,BAIXO,MUITO BAIXO,BAIXO,BAIXO
a4bd0670-ee15-11ef-82df-3715f3f16369-1,0,0,0,0,,782,538,607,BAIXO,MEDIO,BAIXO,MUITO BAIXO,MEDIO,BAIXO
a545b070-7c49-11f0-9af5-ab680c03875f-1,0,0,0,0,,802,540,632,SEGURO,MEDIO,BAIXO,MUITO BAIXO,MEDIO,BAIXO
a5f5f650-ed3e-11ef-a905-2960755984b9-1,1,0,1,1,gratis_saiu,753,502,568,BAIXO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,MEDIO
a7110ad0-ed60-11ef-8e70-dfbbc3e88450-1,1,1,1,1,saiu_de_vez,814,466,563,SEGURO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,MEDIO
a7176080-ed6d-11ef-ab9e-c951c3847790-2,1,0,1,1,gratis_saiu,905,795,878,SEGURO,BAIXO,SEGURO,SEGURO,MUITO BAIXO,SEGURO
a728c200-ede3-11ef-89d7-eb3d2c18ec10-2,0,0,0,0,,806,674,728,SEGURO,BAIXO,BAIXO,MUITO BAIXO,BAIXO,MUITO BAIXO
a78ac3f0-ed3a-11ef-b485-0b55ab1f11ec-1,1,0,1,1,gratis_saiu,659,421,490,BAIXO,MEDIO,MEDIO,BAIXO,ALTO,MEDIO
a7ac1fe0-af85-11ed-974e-d30286f16f2c-3,0,0,0,0,,818,626,703,SEGURO,BAIXO,BAIXO,MUITO BAIXO,BAIXO,BAIXO
a7d5ae70-ed20-11ef-9422-9bdd86ac87eb-1,1,0,1,1,gratis_saiu,738,397,444,BAIXO,ALTO,MEDIO,MUITO BAIXO,ALTO,MEDIO
a8192320-7c46-11f0-8419-798659c79ff9-1,0,0,0,0,,462,432,443,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
a9030e10-ed24-11ef-a782-37a6d57be6fa-2,1,0,1,0,gratis_voltou_pago,869,660,798,SEGURO,BAIXO,BAIXO,SEGURO,BAIXO,MUITO BAIXO
a9056050-7b74-11f0-89fc-a138345ab6e0-1,1,0,1,1,gratis_saiu,549,431,453,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
a9696600-ed9d-11ef-a940-e7877cab3ab3-1,1,0,1,0,gratis_voltou_pago,898,572,668,SEGURO,MEDIO,BAIXO,SEGURO,BAIXO,BAIXO
aa3cdea0-7b63-11f0-aab8-61fcebf24bbb-1,1,0,1,1,gratis_saiu,635,562,607,BAIXO,MEDIO,BAIXO,BAIXO,MEDIO,BAIXO
aa609460-7c41-11f0-a5a4-ef0ca278a138-1,0,0,0,0,,596,508,534,MEDIO,MEDIO,MEDIO,BAIXO,MEDIO,MEDIO
aa70a9f0-edf7-11ef-bec3-f5f9ed8d3a27-2,0,0,0,0,,798,630,662,BAIXO,BAIXO,BAIXO,MUITO BAIXO,BAIXO,BAIXO
aa7e3db0-ee27-11ef-bc33-077b72af0403-2,0,0,0,0,,801,583,597,SEGURO,MEDIO,MEDIO,MUITO BAIXO,BAIXO,BAIXO
aad4a3a0-ee3e-11ef-b9ea-0555553e1873-1,0,0,0,0,,787,409,434,BAIXO,MEDIO,MEDIO,MUITO BAIXO,ALTO,MEDIO
ab11c4a0-ed36-11ef-bd03-814b54ad84b5-1,1,0,1,1,gratis_saiu,807,520,589,SEGURO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,BAIXO
ab2294d0-d7fe-11ef-aefb-71064d5f4906-2,1,1,1,1,saiu_de_vez,880,752,827,SEGURO,BAIXO,SEGURO,SEGURO,MUITO BAIXO,MUITO BAIXO
ab84a650-ed18-11ef-9c83-d136fbcf14e9-1,1,1,1,0,voltou_pago,756,431,498,BAIXO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,MEDIO
abce0000-9c04-11ed-a830-ab5712c86f6d-3,1,0,1,1,gratis_saiu,912,754,865,SEGURO,BAIXO,SEGURO,SEGURO,MUITO BAIXO,SEGURO
abd6f6e0-cdc4-11ee-b830-a93df5976bd8-4,1,1,1,1,saiu_de_vez,573,454,448,MEDIO,MEDIO,MEDIO,BAIXO,MEDIO,MEDIO
ac3f3520-ee07-11ef-9826-1da37b9904cf-1,0,0,0,0,,687,367,412,BAIXO,ALTO,MEDIO,BAIXO,ALTO,ALTO
acb09d20-7bb8-11f0-92d1-07a37f8024c5-1,1,1,1,1,saiu_de_vez,883,619,727,SEGURO,BAIXO,BAIXO,SEGURO,BAIXO,MUITO BAIXO
acc67fb0-ed19-11ef-ad17-e59a4e52e5f1-1,1,1,1,1,saiu_de_vez,766,437,511,BAIXO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,MEDIO
adcb6720-cdb4-11ee-8d9b-558b84febf2c-2,1,0,1,1,gratis_saiu,783,524,578,BAIXO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,BAIXO
ade814f0-ed1c-11ef-a782-37a6d57be6fa-2,1,1,1,1,saiu_de_vez,842,753,800,SEGURO,BAIXO,BAIXO,MUITO BAIXO,MUITO BAIXO,MUITO BAIXO
ae4525b0-5ce8-11ef-b107-f169c8725bd2-3,1,0,1,1,gratis_saiu,543,559,552,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
aecf35a0-7b2f-11f0-909d-49010601f484-1,1,0,1,1,gratis_saiu,796,489,562,BAIXO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,MEDIO
aef96120-5caa-11f0-9c2f-2d005c9fc1ba-1,1,1,1,0,voltou_pago,778,520,609,BAIXO,MEDIO,BAIXO,MUITO BAIXO,MEDIO,BAIXO
afc88d70-7c66-11f0-9096-b7f7c15897b7-1,0,0,0,0,,829,551,662,SEGURO,MEDIO,BAIXO,MUITO BAIXO,MEDIO,BAIXO
b0a904a0-ce01-11ee-9571-095488eb741e-4,0,0,0,0,,742,722,778,BAIXO,BAIXO,BAIXO,MUITO BAIXO,MUITO BAIXO,MUITO BAIXO
b200a6d0-ed92-11ef-9857-e594823b0bc9-1,1,0,0,0,voltou_pago,779,593,748,BAIXO,MEDIO,BAIXO,MUITO BAIXO,BAIXO,MUITO BAIXO
b2a97480-ed93-11ef-9625-91f5df72107c-1,1,0,1,1,gratis_saiu,749,423,551,BAIXO,MEDIO,MEDIO,MUITO BAIXO,ALTO,MEDIO
b2b61b80-ed8f-11ef-a696-bd9f919f03ff-1,1,1,1,1,saiu_de_vez,647,270,298,BAIXO,ALTO,ALTO,BAIXO,MUITO ALTO,ALTO
b2e33510-5d7b-11ef-ae0d-cdb74dc96fdf-3,0,0,0,0,,818,659,685,SEGURO,BAIXO,BAIXO,MUITO BAIXO,BAIXO,BAIXO
b3150fd0-aee1-11ed-8b52-273130164b15-3,1,0,1,1,gratis_saiu,835,575,670,SEGURO,MEDIO,BAIXO,MUITO BAIXO,BAIXO,BAIXO
b3162630-ed29-11ef-ab2c-3b310c3ca65a-1,1,0,1,1,gratis_saiu,392,367,387,ALTO,ALTO,ALTO,ALTO,ALTO,ALTO
b381ddb0-ed94-11ef-a5d7-bb5fa826c6a2-1,0,0,0,0,,687,367,412,BAIXO,ALTO,MEDIO,BAIXO,ALTO,ALTO
b3b62350-6886-11f0-828b-773027048b8d-1,1,1,1,1,saiu_de_vez,717,489,473,BAIXO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,MEDIO
b467b5b0-7c32-11f0-98cb-55def83a2081-1,0,0,0,0,,814,517,526,SEGURO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,MEDIO
b4aa3c50-aec1-11ed-beb6-1dcfad4b8a41-3,1,0,1,1,gratis_saiu,693,488,559,BAIXO,MEDIO,MEDIO,BAIXO,MEDIO,MEDIO
b4add500-ed5c-11ef-ad95-fbc7e336dc34-2,1,0,1,1,gratis_saiu,798,630,662,BAIXO,BAIXO,BAIXO,MUITO BAIXO,BAIXO,BAIXO
b5393380-7c53-11f0-98c8-fd4eec1dbe63-1,0,0,0,0,,687,288,304,BAIXO,ALTO,ALTO,BAIXO,ALTO,ALTO
b56d22f0-7bde-11f0-b0dd-3b3c5db85813-1,1,0,1,0,gratis_voltou_pago,790,501,593,BAIXO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,BAIXO
b59465a0-ed76-11ef-8a2d-913c733bba2d-1,1,0,1,1,gratis_saiu,714,363,409,BAIXO,ALTO,MEDIO,BAIXO,ALTO,ALTO
b5e58810-ee14-11ef-acd5-b78dcb160e00-1,0,0,0,0,,773,432,497,BAIXO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,MEDIO
b721d470-ce05-11ee-84b4-5532a2331521-2,0,0,0,0,,871,655,777,SEGURO,BAIXO,BAIXO,SEGURO,BAIXO,MUITO BAIXO
b742ce00-ed2b-11ef-81ac-eff325873c4f-2,1,0,1,0,gratis_voltou_pago,742,542,564,BAIXO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,MEDIO
b7d57430-cddd-11ee-8bdf-f95d9d5b3380-2,1,0,1,1,gratis_saiu,805,576,636,SEGURO,MEDIO,BAIXO,MUITO BAIXO,BAIXO,BAIXO
b86b1a30-ed53-11ef-ad95-fbc7e336dc34-1,1,0,1,1,gratis_saiu,533,549,604,MEDIO,MEDIO,BAIXO,MEDIO,MEDIO,BAIXO
b881da60-7c49-11f0-a9df-574ffe799993-1,0,0,0,0,,747,435,483,BAIXO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,MEDIO
b9275b70-7c44-11f0-bd20-ed66a678663b-1,0,0,0,0,,819,546,606,SEGURO,MEDIO,BAIXO,MUITO BAIXO,MEDIO,BAIXO
b954dd20-ed83-11ef-a696-bd9f919f03ff-1,1,0,1,0,gratis_voltou_pago,526,355,462,MEDIO,ALTO,MEDIO,MEDIO,ALTO,MEDIO
b98b5780-77dd-11f0-b339-876a8863c271-1,1,1,1,1,saiu_de_vez,696,332,365,BAIXO,ALTO,ALTO,BAIXO,ALTO,ALTO
b9a3a9f0-ed42-11ef-8e23-557779ad10db-2,1,1,1,1,saiu_de_vez,827,708,736,SEGURO,BAIXO,BAIXO,MUITO BAIXO,BAIXO,MUITO BAIXO
b9e31a90-ed5b-11ef-b21c-a356b8ff0235-2,1,1,1,1,saiu_de_vez,833,686,755,SEGURO,BAIXO,BAIXO,MUITO BAIXO,BAIXO,MUITO BAIXO
ba8e8050-ed5c-11ef-aaa9-51454e924cf0-2,1,0,1,1,gratis_saiu,667,698,777,BAIXO,BAIXO,BAIXO,BAIXO,BAIXO,MUITO BAIXO
bad6c560-ed87-11ef-8ead-192b9bd1371a-1,1,0,1,1,gratis_saiu,779,412,466,BAIXO,MEDIO,MEDIO,MUITO BAIXO,ALTO,MEDIO
bb89d110-ed2c-11ef-b75c-1db266442278-1,1,0,1,1,gratis_saiu,770,429,531,BAIXO,MEDIO,MEDIO,MUITO BAIXO,ALTO,MEDIO
bc045770-ed5c-11ef-bf76-7fb35ed94601-1,1,0,1,1,gratis_saiu,783,458,549,BAIXO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,MEDIO
bc271c10-cdd2-11ee-b627-53eeb2b6d4bc-4,1,0,0,0,voltou_pago,871,736,802,SEGURO,BAIXO,SEGURO,SEGURO,MUITO BAIXO,MUITO BAIXO
bc8cac00-ed35-11ef-881f-0dfcb7173bef-1,1,1,1,1,saiu_de_vez,765,454,548,BAIXO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,MEDIO
bd1220f0-ed3b-11ef-b300-f91408b23d1f-1,1,0,1,1,gratis_saiu,746,422,586,BAIXO,MEDIO,MEDIO,MUITO BAIXO,ALTO,BAIXO
beb1a830-7c2a-11f0-ac35-4f79605ada7c-1,0,0,0,0,,558,557,542,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
beb2f0c0-ed1c-11ef-a782-37a6d57be6fa-2,1,0,1,1,gratis_saiu,810,627,652,SEGURO,BAIXO,BAIXO,MUITO BAIXO,BAIXO,BAIXO
beeec020-7c49-11f0-8243-8b060d1ff04b-1,0,0,0,0,,818,573,692,SEGURO,MEDIO,BAIXO,MUITO BAIXO,BAIXO,BAIXO
bf969c20-7b89-11f0-a61f-215827399c33-1,1,1,1,1,saiu_de_vez,800,530,579,BAIXO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,BAIXO
bfe46d40-ed5b-11ef-8e70-dfbbc3e88450-2,1,1,1,1,saiu_de_vez,800,614,645,BAIXO,BAIXO,BAIXO,MUITO BAIXO,BAIXO,BAIXO
c008ac30-ed5d-11ef-be4a-af2e2b5f09b4-1,1,0,1,1,gratis_saiu,739,351,371,BAIXO,ALTO,ALTO,MUITO BAIXO,ALTO,ALTO
c00bc0d0-ed5a-11ef-b21c-a356b8ff0235-1,1,0,1,1,gratis_saiu,897,734,808,SEGURO,BAIXO,SEGURO,SEGURO,MUITO BAIXO,MUITO BAIXO
c08dd9f0-7b74-11f0-89fc-a138345ab6e0-1,1,0,1,1,gratis_saiu,817,596,640,SEGURO,MEDIO,BAIXO,MUITO BAIXO,BAIXO,BAIXO
c0fcab00-ddb8-11ef-ae75-4305b7197e6d-1,1,1,1,1,saiu_de_vez,801,408,471,SEGURO,MEDIO,MEDIO,MUITO BAIXO,ALTO,MEDIO
c11fcbc0-7c5b-11f0-bbe9-6d7ecad73fac-1,1,1,1,1,saiu_de_vez,790,536,629,BAIXO,MEDIO,BAIXO,MUITO BAIXO,MEDIO,BAIXO
c189cda0-7c5a-11f0-a2d4-ff6649d18bcf-1,0,0,0,0,,812,559,631,SEGURO,MEDIO,BAIXO,MUITO BAIXO,MEDIO,BAIXO
c18ffd50-edfe-11ef-8974-dd1783d9587a-2,0,0,0,0,,841,681,708,SEGURO,BAIXO,BAIXO,MUITO BAIXO,BAIXO,BAIXO
c195ee30-cd8f-11ee-8e25-65d217047afb-2,1,1,1,1,saiu_de_vez,836,547,605,SEGURO,MEDIO,BAIXO,MUITO BAIXO,MEDIO,BAIXO
c1e236b0-ed27-11ef-a276-933fc2c4259b-1,1,0,1,1,gratis_saiu,753,502,568,BAIXO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,MEDIO
